name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic,bloodrager,shaman,psychic,medium,mesmerist,occultist,spiritualist,skald,investigator,hunter,haunt_statistics,ruse,draconic,meditative,summoner_unchained
Bless Water,transmutation,,good,"cleric/oracle 1, paladin 1, inquisitor 1",1 minute,"V, S, M (5 pounds of powdered silver worth 25 gp)",1,touch,,,flask of water touched,instantaneous,0,0,Will negates (object),yes (object),"This transmutation imbues a flask (1 pint) of water with positive energy, turning it into holy water.",PFRPG Core,1,1,1,0,0,,,1,,,,1,,,,1,1,,,,,1,Divine (2),Makes holy water.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bless Water,47,25,,Water (2),,,0,,,,,,,,,,,,0,0,0,
Break Enchantment,abjuration,,,"bard 4, cleric/oracle 5, paladin 4, sorcerer/wizard 5, witch 5, inquisitor 5, shaman 5, occultist 4, psychic 4, mesmerist 4, spiritualist 5, medium 4",1 minute,"V, S",0,close (25 ft. + 5 ft./2 levels),,,"up to one creature per level, all within 30 ft. of each other",instantaneous,0,0,see text,no,"This spell frees victims from enchantments, transmutations, and curses. Break enchantment can reverse even an instantaneous effect. For each such effect, you make a caster level check (1d20 + caster level, maximum +15) against a DC of 11 + caster level of the effect. Success means that the creature is free of the spell, curse, or effect. For a cursed magic item, the DC is equal to the DC of the curse. If the spell is one that cannot be dispelled by dispel magic or stone to flesh, break enchantment works only if that spell is 5th level or lower. If the effect comes from a permanent magic item, break enchantment does not remove the curse from the item, but it does free the victim from the item's effects.",PFRPG Core,1,1,0,0,0,5,5,5,,,4,4,,,5,5,5,,,5,,5,"Liberation (5), Luck (5), Restoration (5)","Frees subjects from enchantments, transmutations, and curses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Break Enchantment,53,,Destined (11),,"Against non-mythic effects, the spell automatically succeeds without requiring a caster level check. Against mythic effects, add your tier to your caster level check. The maximum level of spell this spell can remove is 5 + half your tier.","Augmented (7th): If you expend two uses of mythic power, you can apply a removed enchantment, transmutation, or curse to the creature that originally cast it. The creature must be a valid target of the spell and on the same plane as you, and it gets a saving throw at the effect's original DC.",1,,5,4,4,4,4,5,,,,,0,0,0,
Calm Emotions,enchantment,compulsion,"mind-affecting, emotion","bard 2, cleric/oracle 2, inquisitor 2, shaman 2, occultist 2, psychic 2, mesmerist 2",1 standard action,"V, S, DF",0,medium (100 ft. + 10 ft./level),creatures in a 20-ft.-radius spread,,,"concentration, up to 1 round/level",1,0,Will negates,yes,"This spell calms agitated creatures. You have no control over the affected creatures, but calm emotions can stop raging creatures from fighting or joyous ones from reveling. Creatures so affected cannot take violent actions (although they can defend themselves) or do anything destructive. Any aggressive action against or damage dealt to a calmed creature immediately breaks the spell on all calmed creatures. This spell automatically suppresses (but does not dispel) any morale bonuses granted by spells such as bless, good hope, and rage, and also negates a bard's ability to inspire courage or a barbarian's rage ability. It also suppresses any fear effects and removes the confused condition from all targets. While the spell lasts, a suppressed spell, condition, or effect has no effect. When the calm emotions spell ends, the original spell or effect takes hold of the creature again, provided that its duration has not expired in the meantime.",PFRPG Core,1,1,0,0,1,,,2,,,2,,,,,2,2,,,,,2,"Charm (2), Family (2)","Calms creatures, negating emotion effects.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Calm Emotions,61,,,"Enchantment (4), Peace (4)",,,0,,2,2,,2,2,,,,,,0,0,0,
Cause Fear,necromancy,,"emotion, fear, mind-affecting","antipaladin 1, bard 1, cleric/oracle 1, inquisitor 1, sorcerer/wizard 1, witch 1, bloodrager 1, shaman 1, occultist 1, psychic 1, mesmerist 1, spiritualist 1, medium 1",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,one living creature with 5 or fewer HD,1d4 rounds or 1 round; see text,0,0,Will partial,yes,"The affected creature becomes frightened. If the subject succeeds on a Will save, it is shaken for 1 round. Creatures with 6 or more HD are immune to this effect. Cause fear counters and dispels remove fear.",PFRPG Core,1,1,0,0,0,1,1,1,,,1,,,,1,1,1,1,,1,,1,"Daemon (1), Death (1), Fear (1)",A creature of 5 HD or less flees for 1d4 rounds.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Cause Fear,64,,Abyssal (3),,,,0,1,1,1,1,1,1,1,,,,,0,0,0,
Chaos Hammer,evocation,,chaotic,"cleric/oracle 4, inquisitor 4",1 standard action,"V, S",0,medium (100 ft. + 10 ft./level),20-ft.-radius burst,,,instantaneous (1d6 rounds); see text,0,0,Will partial; see text,yes,"You unleash chaotic power to smite your enemies. The power takes the form of a multicolored explosion of leaping, ricocheting energy. Only lawful and neutral (not chaotic) creatures are harmed by the spell. The spell deals 1d8 points of damage per two caster levels (maximum 5d8) to lawful creatures (or 1d6 points of damage per caster level, maximum 10d6, to lawful outsiders) and slows them for 1d6 rounds (see the slow spell). A successful Will save reduces the damage by half and negates the slow effect. The spell deals only half damage against creatures who are neither lawful nor chaotic, and they are not slowed. Such a creature can reduce the damage by half again (down to one-quarter) with a successful Will save.",PFRPG Core,1,1,0,0,0,,,4,,,,,,,,4,4,,,,,4,Chaos (4), Harms and slows lawful creatures (1d8 damage/2 levels).,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chaos Hammer,67,,,,"The damage dealt to lawful outsiders increases to 1d10 points of damage per caster level (maximum 10d10), and the damage dealt to other lawful creatures increases to 1d12 points of damage per 2 caster levels (maximum 5d12). The duration of slow increases to 2d6 rounds. Lawful creatures that succeed at their saves are slowed for 1 round.",,1,,,,,,,,,,,,0,0,0,
Circle Of Death,necromancy,,death,"sorcerer/wizard 6, inquisitor 6, spiritualist 6",1 standard action,"V, S, M (a crushed black pearl worth 500 gp)",1,medium (100 ft. + 10 ft./level),several living creatures within a 40-ft.-radius burst,,,instantaneous,0,0,Fortitude negates,yes,"Circle of death snuffs out the life force of living creatures, killing them instantly. The spell slays 1d4 HD worth of living creatures per caster level (maximum 20d4). Creatures with the fewest HD are affected first; among creatures with equal HD, those who are closest to the burst's point of origin are affected first. No creature of 9 or more HD can be affected, and HD that are not sufficient to affect a creature are wasted.",PFRPG Core,1,1,1,0,0,6,6,,,,,,,,,6,,,,,,6,, Kills 1d4/level HD of creatures.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Circle of Death,74,500,Daemon (13),Death (12),"The number of Hit Dice worth of creatures killed by the spell increases to 1d6 per caster level (maximum 20d6). Add your tier to the maximum HD of creatures that can be affected by the spell. (For example, at 3rd tier, a creature with 12 HD cannot be affected.)","Augmented (6th): If you expend two uses of mythic power, creatures that succeed at their saves against this spell take 1d6 points of damage per tier.",1,,,,,,,6,,,,,0,0,0,
Command,enchantment,compulsion,"language-dependent, mind-affecting","antipaladin 1, cleric/oracle 1, inquisitor 1, witch 1, occultist 1, psychic 1, mesmerist 1, medium 1",1 standard action,V,0,close (25 ft. + 5 ft./2 levels),,,one living creature,1 round,0,0,Will negates,yes,"You give the subject a single command, which it obeys to the best of its ability at its earliest opportunity. You may select from the following options. Approach: On its turn, the subject moves toward you as quickly and directly as possible for 1 round. The creature may do nothing but move during its turn, and it provokes attacks of opportunity for this movement as normal. Drop: On its turn, the subject drops whatever it is holding. It can't pick up any dropped item until its next turn. Fall: On its turn, the subject falls to the ground and remains prone for 1 round. It may act normally while prone but takes any appropriate penalties. Flee: On its turn, the subject moves away from you as quickly as possible for 1 round. It may do nothing but move during its turn, and it provokes attacks of opportunity for this movement as normal. Halt: The subject stands in place for 1 round. It may not take any actions but is not considered helpless. If the subject can't carry out your command on its next turn, the spell automatically fails.",PFRPG Core,1,0,0,0,0,,,1,,,,,,,1,1,1,1,,1,,1,"Devil (1), Toil (1), Tyranny (1)",One subject obeys a command for 1 round.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Command,81,,,Portents (2),"You can target up to one creature per level, each of which must receive the same command. Creatures that succeed at their saving throws are staggered for 1 round (this is a mind-affecting effect).",,1,,,1,1,1,1,,,,,,0,0,0,
"Command, Greater",enchantment,compulsion,"language-dependent, mind-affecting","cleric/oracle 5, inquisitor 5, occultist 5, psychic 5, mesmerist 4, medium 4",1 standard action,V,0,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart",1 round/level,0,0,Will negates,yes,"This spell functions like command, except that up to one creature per level may be affected, and the activities continue beyond 1 round. At the start of each commanded creature's action after the first, it gets another Will save to attempt to break free from the spell. Each creature must receive the same command.",PFRPG Core,1,0,0,0,0,,,5,,,,,,,,5,5,,,,,5,"Inevitable (5), Nobility (5), Tactics (5), Loyalty (5)"," As command, but affects one subject/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Command, Greater",82,,Imperious (11),,,,0,,,5,4,4,5,,,,,,0,0,0,
Commune,divination,,,"cleric/oracle 5, inquisitor 5, shaman 5, occultist 5",10 minutes,"V, S, M (holy or unholy water and incense worth 500 gp), DF",1,personal,,,you,1 round/level,0,0,,,"You contact your deity--or agents thereof--and ask questions that can be answered by a simple yes or no. (A cleric of no particular deity contacts a philosophically allied deity.) You are allowed one such question per caster level. The answers given are correct within the limits of the entity's knowledge. ""Unclear"" is a legitimate answer, because powerful beings of the Outer Planes are not necessarily omniscient. In cases where a one-word answer would be misleading or contrary to the deity's interests, a short phrase (five words or less) may be given as an answer instead. The spell, at best, provides information to aid character decisions. The entities contacted structure their answers to further their own purposes. If you lag, discuss the answers, or go off to do anything else, the spell ends.",PFRPG Core,1,1,1,0,1,,,5,,,,,,,,5,5,,,5,,5,, Deity answers one yes-or-no question/level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commune,85,500,,Ancestors (10),,,0,,5,,,,5,,,,,,0,0,0,
Comprehend Languages,divination,,,"bard 1, cleric/oracle 1, sorcerer/wizard 1, witch 1, inquisitor 1, alchemist 1, shaman 1, occultist 1, psychic 1, mesmerist 1, spiritualist 1, medium 1",1 standard action,"V, S, M/DF (pinch of soot and salt)",0,personal,,,you,10 min./level,0,0,,,"You can understand the spoken words of creatures or read otherwise incomprehensible written messages. The ability to read does not necessarily impart insight into the material, merely its literal meaning. The spell enables you to understand or read an unknown language, not speak or write it. Written material can be read at the rate of one page (250 words) per minute. Magical writing cannot be read, though the spell reveals that it is magical. This spell can be foiled by certain warding magic (such as the secret page and illusory script spells). It does not decipher codes or reveal messages concealed in otherwise normal text. Comprehend languages can be made permanent with a permanency spell.",PFRPG Core,1,1,1,0,1,1,1,1,,,1,,1,,1,1,1,,,1,,1,"Knowledge (1), Language (1)",You understand all languages.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comprehend Languages,87,,,,,,0,,1,1,1,1,1,1,,,,,0,0,0,
Consecrate,evocation,,good,"cleric/oracle 2, inquisitor 2",1 standard action,"V, S, M (a vial of holy water and 25 gp worth of silver dust), DF",1,close (25 ft. + 5 ft./2 levels),20-ft.-radius emanation,,,2 hours/level,0,0,none,no,"This spell blesses an area with positive energy. The DC to resist positive channeled energy within this area gains a +3 sacred bonus. Every undead creature entering a consecrated area suffers minor disruption, suffering a -1 penalty on attack rolls, damage rolls, and saves. Undead cannot be created within or summoned into a consecrated area. If the consecrated area contains an altar, shrine, or other permanent fixture dedicated to your deity, pantheon, or aligned higher power, the modifiers given above are doubled (+6 sacred bonus to positive channeled energy DCs, -2 penalties for undead in the area). You cannot consecrate an area with a similar fixture of a deity other than your own patron. Instead, the consecrate spell curses the area, cutting off its connection with the associated deity or power. This secondary function, if used, does not also grant the bonuses and penalties relating to undead, as given above. Consecrate counters and dispels desecrate.",PFRPG Core,1,1,1,0,1,,,2,,,,,,,,2,2,,,,,2,," Fills area with positive energy, weakening undead.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Consecrate,91,25,,,"The black pudding has fast healing equal to your tier, as do any puddings that split off from it. The black puddings from this spell never attack you, though they're otherwise uncontrolled and might attack your allies if there are no other obvious opponents.","Augmented (6th): If you expend two uses of mythic power, the pudding gains the savage mythic template (see page 224). Puddings that split off from the giant pudding don't gain the template.",1,,,,,,,,,,,,0,0,0,
Continual Flame,evocation,,light,"cleric/oracle 3, sorcerer/wizard 2, inquisitor 3, occultist 2, psychic 3",1 standard action,"V, S, M (ruby dust worth 50 gp)",1,touch,,,"object touched Effect magical, heatless flame",permanent,0,0,none,no,"A flame, equivalent in brightness to a torch, springs forth from an object that you touch. The effect looks like a regular flame, but it creates no heat and doesn't use oxygen. A continual flame can be covered and hidden but not smothered or quenched. Light spells counter and dispel darkness spells of an equal or lower level.",PFRPG Core,1,1,1,0,0,2,2,3,,,,,,,,3,3,,,3,,2,Day (2),"Makes a permanent, heatless light.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Continual Flame,95,50,,Light (4),,,0,,,3,,,2,,,,,,0,0,0,
Cure Light Wounds,conjuration,healing,,"bard 1, cleric/oracle 1, druid 1, paladin 1, ranger 2, witch 1, inquisitor 1, alchemist 1, shaman 1, occultist 1, spiritualist 1",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half (harmless); see text,yes (harmless); see text,"When laying your hand upon a living creature, you channel positive energy that cures 1d8 points of damage + 1 point per caster level (maximum +5). Since undead are powered by negative energy, this spell deals damage to them instead of curing their wounds. An undead creature can apply spell resistance, and can attempt a Will save to take half damage.",PFRPG Core,1,1,0,0,0,,,1,1,2,1,1,1,,1,1,1,,,1,,1,Healing (1),Cures 1d8 damage + 1/level (max +5).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cure Light Wounds,108,,,,The damage cured increases to 2d8 points of damage + 2 points per caster level (maximum +10). The spell cures up to 1 point of ability damage if the target is a living creature. The target chooses what type of ability damage is cured.,,1,,1,,,,1,1,,,1,,0,0,0,
