name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic,bloodrager,shaman,psychic,medium,mesmerist,occultist,spiritualist,skald,investigator,hunter,haunt_statistics,ruse,draconic,meditative,summoner_unchained
Death Ward,necromancy,,,"cleric/oracle 4, druid 5, paladin 4, witch 4, inquisitor 4, alchemist 4, occultist 4, spiritualist 4, medium 4",1 standard action,"V, S, DF",0,touch,,,living creature touched,1 min./level,0,0,Will negates (harmless),yes (harmless),"The subject gains a +4 morale bonus on saves against all death spells and magical death effects. The subject is granted a save to negate such effects even if one is not normally allowed. The subject is immune to energy drain and any negative energy effects, including channeled negative energy. This spell does not remove negative levels that the subject has already gained, but it does remove the penalties from negative levels for the duration of its effect. Death ward does not protect against other sorts of attacks, even if those attacks might be lethal.",PFRPG Core,1,1,0,0,1,,,4,5,,,4,4,,4,4,4,,,,,4,"Death (4), Repose (4)",Grants bonuses against death spells and negative energy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Death Ward,124,,,,,,0,,,,4,,4,4,,,5,,0,0,0,
Delay Poison,conjuration,healing,,"bard 2, cleric/oracle 2, druid 2, paladin 2, ranger 1, alchemist 2, witch 2, inquisitor 2, shaman 2, occultist 2, mesmerist 2",1 standard action,"V, S, DF",0,touch,,,creature touched,1 hour/level,0,0,Fortitude negates (harmless),yes (harmless),The subject becomes temporarily immune to poison. Any poison in its system or any poison to which it is exposed during the spell's duration does not affect the subject until the spell's duration has expired. Delay poison does not cure any damage that poison may have already done.,PFRPG Core,1,1,0,0,1,,,2,2,1,2,2,2,,2,2,2,,,2,,2,,Stops poison from harming target for 1 hour/level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Delay Poison,129,,Serpentine (5),,,,0,,2,,,2,2,,,,1,,0,0,0,
Detect Poison,divination,,,"cleric/oracle 0, druid 0, paladin 1, ranger 1, sorcerer/wizard 0, shaman 0, occultist 0, psychic 0, mesmerist 0, inquisitor 0",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),"one creature, one object, or a 5-ft. cube",,"one creature, one object, or a 5-ft. cube",instantaneous,0,0,none,no,"You determine whether a creature, object, or area has been poisoned or is poisonous. You can determine the exact type of poison with a DC 20 Wisdom check. A character with the Craft (alchemy) skill may try a DC 20 Craft (alchemy) check if the Wisdom check fails, or may try the Craft (alchemy) check prior to the Wisdom check. The spell can penetrate barriers, but 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood or dirt blocks it.",PFRPG Core,1,1,0,0,0,0,0,0,0,1,,1,,,,0,0,,,,,0,,Detects poison in a creature or object.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Detect Poison,139,,,,,,0,,0,0,,0,0,,,,0,,0,0,0,
Detect Undead,divination,,,"cleric/oracle 1, paladin 1, sorcerer/wizard 1, alchemist 1, inquisitor 1, shaman 1, psychic 1, mesmerist 1, spiritualist 1, medium 1",1 standard action,"V, S, M/DF (earth from a grave)",0,60 ft.,cone-shaped emanation,,,"concentration, up to 1 minute/ level",1,0,none,no,"You can detect the aura that surrounds undead creatures. The amount of information revealed depends on how long you study a particular area. 1st Round: Presence or absence of undead auras. 2nd Round: Number of undead auras in the area and the strength of the strongest undead aura present. If you are of good alignment, and the strongest undead aura's strength is overwhelming (see below), and the creature has HD of at least twice your character level, you are stunned for 1 round and the spell ends. 3rd Round: The strength and location of each undead aura. If an aura is outside your line of sight, then you discern its direction but not its exact location. Aura Strength: The strength of an undead aura is determined by the HD of the undead creature, as given on the table below. Lingering Aura: An undead aura lingers after its original source is destroyed. If detect undead is cast and directed at such a location, the spell indicates an aura strength of dim (even weaker than a faint aura). How long the aura lingers at this dim level depends on its original power, as given on the table below. HD Strength Lingering Aura Duration 1 or lower Faint 1d6 rounds 2-4 Moderate 1d6 minutes 5-10 Strong 1d6 x 10 minutes 11 or higher Overwhelming 1d6 days Each round, you can turn to detect undead in a new area. The spell can penetrate barriers, but 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood or dirt blocks it.",PFRPG Core,1,1,1,0,1,1,1,1,,,,1,1,,,1,1,,,,,1,,Reveals undead within 60 ft.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Detect Undead,144,,,"Occult (2), Plague (2), Ethereal (2)",,,0,,1,1,1,1,,1,,,,,0,0,0,
Discern Lies,divination,,,"cleric/oracle 4, paladin 3, alchemist 4, alchemist 4, witch 4, inquisitor 4, psychic 4, medium 3",1 standard action,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart","concentration, up to 1 round/level",0,0,Will negates,no,"Each round, you concentrate on one target, who must be within range. You know if the target deliberately and knowingly speaks a lie by discerning disturbances in its aura caused by lying. The spell does not reveal the truth, uncover unintentional inaccuracies, or necessarily reveal evasions. Each round, you may concentrate on a different target.",PFRPG Core,1,1,0,0,1,,,4,,,,3,4,,4,4,4,,,,,4,Nobility (4),Reveals deliberate falsehoods.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Discern Lies,150,,,,,,0,,,4,3,,,,,,,,0,0,0,
Dispel Chaos,abjuration,,lawful,"cleric/oracle 5, paladin 4, inquisitor 5, shaman 5",1 standard action,"V, S, DF",0,touch,,,"you and a touched chaotic creature from another plane, or you and an enchantment or chaotic spell on a touched creature or object","1 round/level or until discharged, whichever comes first",0,0,see text,see text,"This spell functions like dispel evil, except that you are surrounded by constant, blue lawful energy, and the spell affects chaotic creatures and spells rather than evil ones.",PFRPG Core,1,1,0,0,1,,,5,,,,4,,,,5,5,,,,,5,Law (5), +4 bonus against attacks by chaotic creatures.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dispel Chaos,155,,,,,,0,,5,,,,,,,,,,0,0,0,
Dispel Evil,abjuration,,good,"cleric/oracle 5, paladin 4, inquisitor 5, shaman 5",1 standard action,"V, S, DF",0,touch,,,"you and a touched evil creature from another plane, or you and an enchantment or evil spell on a touched creature or object","1 round/level or until discharged, whichever comes first",0,0,see text,see text,"Shimmering, white holy energy surrounds you. This energy has three effects. First, you gain a +4 deflection bonus to AC against attacks by evil creatures. Second, on making a successful melee touch attack against an evil creature from another plane, you can choose to drive that creature back to its home plane. The creature can negate the effects with a successful Will save (spell resistance applies). This use discharges and ends the spell. Third, with a touch you can automatically dispel any one enchantment spell cast by an evil creature or any one evil spell. Spells that can't be dispelled by dispel magic also can't be dispelled by dispel evil. Saving throws and spell resistance do not apply to this effect. This use discharges and ends the spell.",PFRPG Core,1,1,0,0,1,,,5,,,,4,,,,5,5,,,,,5,Good (5), +4 bonus against attacks by evil creatures.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dispel Evil,156,,,,,,0,,5,,,,,,,,,,0,0,0,
Dispel Magic,abjuration,,,"bard 3, cleric/oracle 3, druid 4, paladin 3, sorcerer/wizard 3, summoner/unchained summoner 3, witch 3, inquisitor 3, antipaladin 3, magus 3, shaman 3, occultist 3, psychic 3, mesmerist 3, spiritualist 3, medium 3",1 standard action,"V, S",0,medium (100 ft. + 10 ft./level),"one spellcaster, creature, or object",,"one spellcaster, creature, or object",instantaneous,0,0,none,no,"You can use dispel magic to end one ongoing spell that has been cast on a creature or object, to temporarily suppress the magical abilities of a magic item, or to counter another spellcaster's spell. A dispelled spell ends as if its duration had expired. Some spells, as detailed in their descriptions, can't be defeated by dispel magic. Dispel magic can dispel (but not counter) spell-like effects just as it does spells. The of a spell with an instantaneous duration can't be dispelled, because the magical effect is already over before the dispel magic can take effect. You choose to use dispel magic in one of two ways: a targeted dispel or a counterspell. Targeted Dispel: One object, creature, or spell is the target of the dispel magic spell. You make one dispel check (1d20 + your caster level) and compare that to the spell with highest caster level (DC = 11 + the spell's caster level). If successful, that spell ends. If not, compare the same result to the spell with the next highest caster level. Repeat this process until you have dispelled one spell affecting the target, or you have failed to dispel every spell. For example, a 7th-level caster casts dispel magic, targeting a creature affected by stoneskin (caster level 12th) and fly (caster level 6th). The caster level check results in a 19. This check is not high enough to end the stoneskin (which would have required a 23 or higher), but it is high enough to end the fly (which only required a 17). Had the dispel check resulted in a 23 or higher, the stoneskin would have been dispelled, leaving the fly intact. Had the dispel check been a 16 or less, no spells would have been affected. You can also use a targeted dispel to specifically end one spell affecting the target or one spell affecting an area (such as a wall of fire). You must name the specific spell effect to be targeted in this way. If your caster level check is equal to or higher than the DC of that spell, it ends. No other spells or effects on the target are dispelled if your check is not high enough to end the targeted effect. If you target an object or creature that is the effect of an ongoing spell (such as a monster summoned by summon monster), you make a dispel check to end the spell that conjured the object or creature. If the object that you target is a magic item, you make a dispel check against the item's caster level (DC = 11 + the item's caster level). If you succeed, all the item's magical properties are suppressed for 1d4 rounds, after which the item recovers its magical properties. A suppressed item becomes nonmagical for the duration of the effect. An interdimensional opening (such as a bag of holding) is temporarily closed. A magic item's physical properties are unchanged: A suppressed magic sword is still a sword (a masterwork sword, in fact). Artifacts and deities are unaffected by mortal magic such as this. You automatically succeed on your dispel check against any spell that you cast yourself. Counterspell: When dispel magic is used in this way, the spell targets a spellcaster and is cast as a counterspell. Unlike a true counterspell, however, dispel magic may not work; you must make a dispel check to counter the other spellcaster's spell.",PFRPG Core,1,1,0,0,0,3,3,3,4,,3,3,,3,3,3,3,3,3,,,3,"Magic (3), Entropy (3)",Cancels one magical spell or effect.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dispel Magic,159,,Arcane (7),,"When used as a targeted dispel, this spell can end two spells affecting the target instead of just one. If the targeted dispel successfully dispels at least one spell, you heal 1d4 points of damage for every spell level of the dispelled spell. If you dispel two spells, this healing applies only to the highest-level spell dispelled. If you use this spell to counterspell, roll your dispel check twice and take the higher result.",,1,,3,3,3,3,3,3,,,4,,0,0,0,3
Divine Favor,evocation,,,"cleric/oracle 1, paladin 1, inquisitor 1",1 standard action,"V, S, DF",0,personal,,,you,1 minute,0,0,,,"Calling upon the strength and wisdom of a deity, you gain a +1 luck bonus on attack and weapon damage rolls for every three caster levels you have (at least +1, maximum +3). The bonus doesn't apply to spell damage.",PFRPG Core,1,1,0,0,1,,,1,,,,1,,,,1,1,,,,,1,"Archon (1), Nobility (1)",You gain +1 per three levels on attack and damage rolls.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Divine Favor,165,,,"Devotion (2), Strength (2)","You also gain the luck bonus on saving throws and skill checks. Alternatively, you can cast this spell on another willing creature, changing the range to touch and target to living creature touched.",,1,,,,,,,,,,,,0,0,0,
Eagle's Splendor,transmutation,,,"bard 2, cleric/oracle 2, paladin 2, sorcerer/wizard 2, alchemist 2, summoner/unchained summoner 2, antipaladin 2, bloodrager 2, shaman 2, psychic 2, mesmerist 2, medium 2",1 standard action,"V, S, M/DF (feathers or droppings from an eagle)",0,touch,,,creature touched,1 min./level,0,0,Will negates (harmless),yes,"The transmuted creature becomes more poised, articulate, and personally forceful. The spell grants a +4 enhancement bonus to Charisma, adding the usual benefits to Charisma-based skill checks and other uses of the Charisma modifier. Bards, paladins, and sorcerers (and other spellcasters who rely on Charisma) affected by this spell do not gain any additional bonus spells for the increased Charisma, but the save DCs for spells they cast while under this spell's effect do increase.",PFRPG Core,1,1,1,0,1,2,2,2,,,2,2,2,2,,,2,2,,,,2,,Subject gains +4 to Cha for 1 min./level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagle's Splendor,172,,Imperious (5),,,,0,2,2,2,2,2,,,,,,,0,0,0,2
Endure Elements,abjuration,,,"cleric/oracle 1, druid 1, paladin 1, ranger 1, sorcerer/wizard 1, alchemist 1, summoner/unchained summoner 1, bloodrager 1, shaman 1, psychic 1, spiritualist 1",1 standard action,"V, S",0,touch,,,creature touched,24 hours,0,0,Will negates (harmless),yes (harmless),"A creature protected by endure elements suffers no harm from being in a hot or cold environment. It can exist comfortably in conditions between -50 and 140 degrees Fahrenheit without having to make Fortitude saves. The creature's equipment is likewise protected. Endure elements doesn't provide any protection from fire or cold damage, nor does it protect against other environmental hazards such as smoke, lack of air, and so forth.",PFRPG Core,1,1,0,0,0,1,1,1,1,1,,1,1,1,,,1,,,1,,1,Sun (1),Exist comfortably in hot or cold regions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Endure Elements,180,,Martyred (3),Endurance (2),"The target changes to one creature touched per level. Affected creatures gain cold resistance 5 and fire resistance 5. They're not slowed by snow, and ignore penalties on Perception checks and ranged weapon attacks from hail, rain, sleet, and snow. They treat wind as one category weaker.",,1,1,1,1,,,,1,,,1,,0,0,0,1
Heal Mount,conjuration,healing,,paladin 3,1 standard action,"V, S",0,touch,,,your mount touched,instantaneous,0,0,Will negates (harmless),yes (harmless),"This spell functions like heal, but it affects only the paladin's special mount (typically a horse).",PFRPG Core,1,1,0,0,0,,,,,,,3,,,,,,,,,,3,, As heal on horse or other special mount.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heal Mount,259,,,,,,0,,,,,,,,,,,,0,0,0,
Holy Sword,evocation,,good,paladin 4,1 standard action,"V, S",0,touch,,,melee weapon touched,1 round/level,0,0,none,no,"This spell allows you to channel holy power into your sword, or any other melee weapon you choose. The weapon acts as a +5 holy weapon (+5 enhancement bonus on attack and damage rolls, extra 2d6 damage against evil opponents). It also emits a magic circle against evil effect (as the spell). If the magic circle ends, the sword creates a new one on your turn as a free action. The spell is automatically canceled 1 round after the weapon leaves your hand. You cannot have more than one holy sword at a time. If this spell is cast on a magic weapon, the powers of the spell supercede any that the weapon normally has, rendering the normal enhancement bonus and powers of the weapon inoperative for the duration of the spell. This spell is not cumulative with bless weapon or any other spell that might modify the weapon in any way. This spell does not work on artifacts. A masterwork weapon's bonus to attack does not stack with an enhancement bonus to attack.",PFRPG Core,1,1,0,0,0,,,,,,,4,,,,,,,,,,4,Glory (7)," Weapon becomes +5, deals +2d6 damage against evil.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Holy Sword,275,,,,,,0,,,,,,,,,,,,0,0,0,
