name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic,bloodrager,shaman,psychic,medium,mesmerist,occultist,spiritualist,skald,investigator,hunter,haunt_statistics,ruse,draconic,meditative,summoner_unchained
Black Tentacles,conjuration,creation,,"sorcerer/wizard 4, witch 4, summoner 3, magus 4, bloodrager 4, psychic 4, spiritualist 4, unchained summoner 4",1 standard action,"V, S, M (octopus or squid tentacle)",0,medium (100 ft. + 10 ft./level),20-ft.-radius spread,,,1 round/level (D),1,0,none,no,"This spell causes a field of rubbery black tentacles to appear, burrowing up from the floor and reaching for any creature in the area. Every creature within the area of the spell is the target of a combat maneuver check made to grapple each round at the beginning of your turn, including the round that black tentacles is cast. Creatures that enter the area of effect are also automatically attacked. The tentacles do not provoke attacks of opportunity. When determining the tentacles' CMB, the tentacles use your caster level as their base attack bonus and receive a +4 bonus due to their Strength and a +1 size bonus. Roll only once for the entire spell effect each round and apply the result to all creatures in the area of effect. If the tentacles succeed in grappling a foe, that foe takes 1d6+4 points of damage and gains the grappled condition. Grappled opponents cannot move without first breaking the grapple. All other movement is prohibited unless the creature breaks the grapple first. The black tentacles spell receives a +5 bonus on grapple checks made against opponents it is already grappling, but cannot move foes or pin foes. Each round that black tentacles succeeds on a grapple check, it deals an additional 1d6+4 points of damage. The CMD of black tentacles, for the purposes of escaping the grapple, is equal to 10 + its CMB. The tentacles created by this spell cannot be damaged, but they can be dispelled as normal. The entire area of effect is considered difficult terrain while the tentacles last.",PFRPG Core,1,1,1,0,0,4,4,,,,,,,3,4,,,,4,,,4,, Tentacles grapple all creatures within a 20-ft. spread.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Tentacles,42,,"Aberrant (Sorcerer) (9), Aberrant (BloodRager) (16)",Occult (8),Add your tier to the base attack bonus of the tentacles. The tentacles also deal an additional 2d6 points of acid damage with a successful grapple.,"Augmented (6th): If you expend two uses of mythic power, the spell creates twice as many tentacles in the same area, meaning each creature in the area is attacked twice per round. The tentacles can grapple creatures that are immune to grappling if that immunity is from a non-mythic source, but combat maneuver checks to grapple such creatures take a -5 penalty.",1,4,,4,,,,4,,,,,0,0,0,4
Blight,necromancy,,,"druid 4, sorcerer/wizard 5, witch 5, shaman 5",1 standard action,"V, S, DF",0,touch,,,,instantaneous,0,0,Fortitude half; see text,yes,This spell withers a single plant of any size. An affected plant creature takes 1d6 points of damage per level (maximum 15d6) and may attempt a Fortitude saving throw for half damage. A plant that isn't a creature doesn't receive a save and immediately withers and dies. This spell has no effect on the soil or surrounding plant life.,PFRPG Core,1,1,0,0,1,5,5,,4,,,,,,5,,,,,,,5,"Seasons (4), Radiation (2)",Withers one plant or deals 1d6/level damage to plant creature.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blight,49,,Daemon (11),,,,0,,5,,,,,,,,4,,0,0,0,
Blindness/Deafness,necromancy,,,"antipaladin 2, bard 2, cleric/oracle 3, sorcerer/wizard 2, witch 2, bloodrager 2, shaman 3, psychic 2, mesmerist 2, spiritualist 3",1 standard action,V,0,medium (100 ft. + 10 ft./level),,,one living creature,permanent (D),1,0,Fortitude negates,yes,"You call upon the powers of unlife to render the subject blinded or deafened, as you choose.",PFRPG Core,1,0,0,0,0,2,2,3,,,2,,,,2,,3,2,,,,2,Darkness (2),Makes subject blind or deaf.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blindness-Deafness,50,,,,You can cause the target to be both blinded and deafened at the same time. The target must attempt a saving throw against each effect separately.,,1,2,3,2,,2,,3,,,,,0,0,0,
Break Enchantment,abjuration,,,"bard 4, cleric/oracle 5, paladin 4, sorcerer/wizard 5, witch 5, inquisitor 5, shaman 5, occultist 4, psychic 4, mesmerist 4, spiritualist 5, medium 4",1 minute,"V, S",0,close (25 ft. + 5 ft./2 levels),,,"up to one creature per level, all within 30 ft. of each other",instantaneous,0,0,see text,no,"This spell frees victims from enchantments, transmutations, and curses. Break enchantment can reverse even an instantaneous effect. For each such effect, you make a caster level check (1d20 + caster level, maximum +15) against a DC of 11 + caster level of the effect. Success means that the creature is free of the spell, curse, or effect. For a cursed magic item, the DC is equal to the DC of the curse. If the spell is one that cannot be dispelled by dispel magic or stone to flesh, break enchantment works only if that spell is 5th level or lower. If the effect comes from a permanent magic item, break enchantment does not remove the curse from the item, but it does free the victim from the item's effects.",PFRPG Core,1,1,0,0,0,5,5,5,,,4,4,,,5,5,5,,,5,,5,"Liberation (5), Luck (5), Restoration (5)","Frees subjects from enchantments, transmutations, and curses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Break Enchantment,53,,Destined (11),,"Against non-mythic effects, the spell automatically succeeds without requiring a caster level check. Against mythic effects, add your tier to your caster level check. The maximum level of spell this spell can remove is 5 + half your tier.","Augmented (7th): If you expend two uses of mythic power, you can apply a removed enchantment, transmutation, or curse to the creature that originally cast it. The creature must be a valid target of the spell and on the same plane as you, and it gets a saving throw at the effect's original DC.",1,,5,4,4,4,4,5,,,,,0,0,0,
Burning Hands,evocation,,fire,"sorcerer/wizard 1, witch 1, magus 1, bloodrager 1, shaman 1, occultist 1",1 standard action,"V, S",0,15 ft.,cone-shaped burst,,,instantaneous,0,0,Reflex half,yes,A cone of searing flame shoots from your fingertips. Any creature in the area of the flames takes 1d4 points of fire damage per caster level (maximum 5d4). Flammable materials burn if the flames touch them. A character can extinguish burning items as a full-round action.,PFRPG Core,1,1,0,0,0,1,1,,,,,,,,1,,,,1,1,,1,Fire (1), 1d4/level fire damage (max 5d4).,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Burning Hands,57,,"Elemental (3), Orc (3)",Vengeance (2),"The range increases to 20 feet, and the damage dealt increases to 1d6 points of fire damage per caster level (maximum 5d6).",,1,1,1,,,,1,,,,,,0,0,0,
Cause Fear,necromancy,,"emotion, fear, mind-affecting","antipaladin 1, bard 1, cleric/oracle 1, inquisitor 1, sorcerer/wizard 1, witch 1, bloodrager 1, shaman 1, occultist 1, psychic 1, mesmerist 1, spiritualist 1, medium 1",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,one living creature with 5 or fewer HD,1d4 rounds or 1 round; see text,0,0,Will partial,yes,"The affected creature becomes frightened. If the subject succeeds on a Will save, it is shaken for 1 round. Creatures with 6 or more HD are immune to this effect. Cause fear counters and dispels remove fear.",PFRPG Core,1,1,0,0,0,1,1,1,,,1,,,,1,1,1,1,,1,,1,"Daemon (1), Death (1), Fear (1)",A creature of 5 HD or less flees for 1d4 rounds.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Cause Fear,64,,Abyssal (3),,,,0,1,1,1,1,1,1,1,,,,,0,0,0,
Chain Lightning,evocation,,electricity,"sorcerer/wizard 6, witch 7, magus 6, occultist 6",1 standard action,"V, S, F (a bit of fur; a piece of amber, glass, or a crystal rod; plus one silver pin per caster level)",0,long (400 ft. + 40 ft./level),,,"one primary target, plus one secondary target/level (each of which must be within 30 ft. of the primary target)",instantaneous,0,0,Reflex half,yes,"This spell creates an electrical discharge that begins as a single stroke commencing from your fingertips. Unlike lightning bolt, chain lightning strikes one object or creature initially, then arcs to other targets. The bolt deals 1d6 points of electricity damage per caster level (maximum 20d6) to the primary target. After it strikes, lightning can arc to a number of secondary targets equal to your caster level (maximum 20). The secondary bolts each strike one target and deal as much damage as the primary bolt. Each target can attempt a Reflex saving throw for half damage. The Reflex DC to halve the damage of the secondary bolts is 2 lower than the DC to halve the damage of the primary bolt. You choose secondary targets as you like, but they must all be within 30 feet of the primary target, and no target can be struck more than once. You can choose to affect fewer secondary targets than the maximum.",PFRPG Core,1,1,0,0,0,6,6,,,,,,,,7,,,,6,,,6,Air (6), 1d6/level damage and 1 secondary bolt/level.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chain Lightning,65,,"Djinni (13), Stormborn (13)",,"This spell deals 1d10 points of damage per caster level (maximum 20d10) and the save DC isn't reduced for secondary targets. Secondary targets have to be within 30 feet of any other target, not necessarily the primary target.",,1,,,,,,6,,,,,,0,0,0,
Charm Person,enchantment,charm,mind-affecting,"bard 1, sorcerer/wizard 1, witch 1, shaman 1, occultist 1, psychic 1, mesmerist 1",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,one humanoid creature,1 hour/level,0,0,Will negates,yes,"This charm makes a humanoid creature regard you as its trusted friend and ally (treat the target's attitude as friendly). If the creature is currently being threatened or attacked by you or your allies, however, it receives a +5 bonus on its saving throw. The spell does not enable you to control the charmed person as if it were an automaton, but it perceives your words and actions in the most favorable way. You can try to give the subject orders, but you must win an opposed Charisma check to convince it to do anything it wouldn't ordinarily do. (Retries are not allowed.) An affected creature never obeys suicidal or obviously harmful orders, but it might be convinced that something very dangerous is worth doing. Any act by you or your apparent allies that threatens the charmed person breaks the spell. You must speak the person's language to communicate your commands, or else be good at pantomiming.",PFRPG Core,1,1,0,0,0,1,1,,,,1,,,,1,,,,,,,1,"Charm (1), Slavery (1)",Makes one person your friend.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Charm Person,68,,Rakshasa (3),,,,0,,1,1,,1,1,,,,,,0,0,0,
Charm Monster,enchantment,charm,mind-affecting,"bard 3, sorcerer/wizard 4, witch 4, summoner 3, occultist 4, psychic 4, mesmerist 3, unchained summoner 4",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,one living creature,1 day/level,0,0,Will negates,yes,"This spell functions like charm person, except that the effect is not restricted by creature type or size.",PFRPG Core,1,1,0,0,0,4,4,,,,3,,,3,4,,,,,,,4,Charm (5),Makes monster believe it is your ally.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Charm Monster,70,,"Infernal (9), Oni (9)",,,,0,,,4,,3,4,,,,,,0,0,0,4
"Charm Monster, Mass",enchantment,charm,mind-affecting,"bard 6, sorcerer/wizard 8, witch 8, summoner/unchained summoner 6, occultist 6, psychic 8, mesmerist 6",1 standard action,V,0,close (25 ft. + 5 ft./2 levels),,,"One or more creatures, no two of which can be more than 30 ft. apart",1 day/level,0,0,Will negates,yes,"This spell functions like charm monster, except that mass charm monster affects a number of creatures whose combined HD do not exceed twice your level, or at least one creature regardless of HD. If there are more potential targets than you can affect, you choose them one at a time until you must choose a creature with too many HD to affect.",PFRPG Core,1,0,0,0,0,8,8,,,,6,,,6,8,,,,,,,8,,"As charm monster, but all within 30 ft.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Charm Monster, Mass",71,,,,,,0,,,8,,6,6,,,,,,0,0,0,6
Chill Touch,necromancy,,,"sorcerer/wizard 1, witch 1, magus 1, bloodrager 1, shaman 1, spiritualist 1",1 standard action,"V, S",0,touch,,,creature or creatures touched (up to one/level),instantaneous,0,0,Fortitude partial or Will negates; see text,yes,"A touch from your hand, which glows with blue energy, disrupts the life force of living creatures. Each touch channels negative energy that deals 1d6 points of damage. The touched creature also takes 1 point of Strength damage unless it makes a successful Fortitude saving throw. You can use this melee touch attack up to one time per level. An undead creature you touch takes no damage of either sort, but it must make a successful Will saving throw or flee as if panicked for 1d4 rounds + 1 round per caster level.",PFRPG Core,1,1,0,0,0,1,1,,,,,,,,1,,,,1,,,1,, One touch/level deals 1d6 damage and possibly 1 Str damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chill Touch,73,,Undead (3),,,,0,1,1,,,,,1,,,,,0,0,0,
Clairaudience/Clairvoyance,divination,scrying,,"bard 3, sorcerer/wizard 3, witch 3, shaman 3, occultist 3, psychic 3, mesmerist 3, spiritualist 3, medium 2",10 minutes,"V, S, F/DF (a small horn or a glass eye)",0,long (400 ft. + 40 ft./level),,magical sensor,,1 min./level,1,0,none,no,"Clairaudience/clairvoyance creates an invisible magical sensor at a specific location that enables you to hear or see (your choice) almost as if you were there. You don't need line of sight or line of effect, but the locale must be known--a place familiar to you, or an obvious one. Once you have selected the locale, the sensor doesn't move, but you can rotate it in all directions to view the area as desired. Unlike other scrying spells, this spell does not allow magically or supernaturally enhanced senses to work through it. If the chosen locale is magically dark, you see nothing. If it is naturally pitch black, you can see in a 10-foot radius around the center of the spell's effect. Clairaudience/clairvoyance functions only on the plane of existence you are currently occupying.",PFRPG Core,1,1,0,1,1,3,3,,,,3,,,,3,,,,,,,3,,Hear or see at a distance for 1 min./level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clairaudience/Clairvoyance,75,,,,,,0,,3,3,2,3,3,3,,,,,0,0,0,
Clone,necromancy,,,"sorcerer/wizard 8, witch 8",10 minutes,"V, S, M (laboratory supplies worth 1,000 gp), F (special laboratory equipment costing 500 gp)",1,0 ft.,,one clone,,instantaneous,0,0,none,no,"This spell makes an inert duplicate of a creature. If the original individual has been slain, its soul immediately transfers to the clone, creating a replacement (provided that the soul is free and willing to return). The original's physical remains, should they still exist, become inert and cannot thereafter be restored to life. If the original creature has reached the end of its natural life span (that is, it has died of natural causes), any cloning attempt fails. To create the duplicate, you must have a piece of flesh (not hair, nails, scales, or the like) with a volume of at least 1 cubic inch that was taken from the original creature's living body. The piece of flesh need not be fresh, but it must be kept from rotting. Once the spell is cast, the duplicate must be grown in a laboratory for 2d4 months. When the clone is completed, the original's soul enters it immediately, if that creature is already dead. The clone is physically identical to the original and possesses the same personality and memories as the original. In other respects, treat the clone as if it were the original character raised from the dead, including its gaining of two permanent negative levels, just as if it had been hit by an energy-draining creature. If the subject is 1st level, it takes 2 points of Constitution drain instead (if this would reduce its Con to 0 or less, it can't be cloned). If the original creature gained permanent negative levels since the flesh sample was taken, the clone gains these negative levels as well. The spell duplicates only the original's body and mind, not its equipment. A duplicate can be grown while the original still lives, or when the original soul is unavailable, but the resulting body is merely a soulless bit of inert flesh which rots if not preserved.",PFRPG Core,1,1,1,1,0,8,8,,,,,,,,8,,,,,,,8,, Duplicate awakens when original dies.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clone,78,1000,,,,,0,,,,,,,,,,,,0,0,0,
