name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic,bloodrager,shaman,psychic,medium,mesmerist,occultist,spiritualist,skald,investigator,hunter,haunt_statistics,ruse,draconic,meditative,summoner_unchained
Darkvision,transmutation,,,"ranger 3, sorcerer/wizard 2, alchemist 2, antipaladin 2, occultist 2, psychic 2, medium 2",1 standard action,"V, S, M (either a pinch of dried carrot or an agate)",0,touch,,,creature touched,1 hour/level,0,0,Will negates (harmless),yes (harmless),The subject gains the ability to see 60 feet even in total darkness. Darkvision is black and white only but otherwise like normal sight. Darkvision can be made permanent with a permanency spell.,PFRPG Core,1,1,1,0,0,2,2,,,3,,,2,,,,,2,,,,2,Vermin (3),See 60 ft. in total darkness.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Darkvision,119,,"Deep Earth (5), Shadow (5)",Moon (4),,,0,,,2,2,,2,,,,3,,0,0,0,
Death Knell,necromancy,,"death, evil","antipaladin 1, cleric/oracle 2, inquisitor 2, witch 2, spiritualist 2",1 standard action,"V, S",0,touch,,,living creature touched,instantaneous/10 minutes per HD of subject; see text,0,0,Will negates,yes,"You draw forth the ebbing life force of a creature and use it to fuel your own power. Upon casting this spell, you touch a living creature that has -1 or fewer hit points. If the subject fails its saving throw, it dies, and you gain 1d8 temporary hit points and a +2 enhancement bonus to Strength. Additionally, your effective caster level goes up by +1, improving spell effects dependent on caster level. This increase in effective caster level does not grant you access to more spells. These effects last for 10 minutes per HD of the subject creature.",PFRPG Core,1,1,0,0,0,,,2,,,,,,,2,2,2,1,,,,2,Death (2),"Kills dying creature; you gain 1d8 temporary hp, +2 to Str, and +1 caster level.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Death Knell,123,,,,"Increase the spell's range to close (25 feet + 5 feet per 2 caster levels). Increase the temporary hp gained from the spell to 2d8 and the enhancement bonuses to Strength to +4, and gain a +4 enhancement bonus to Dexterity.","Augmented (3rd): If you expend two uses of mythic power, the casting time decreases to 1 immediate action, and you may target a creature that you killed on your last turn as if it were still alive; the dead target gets no save.",1,,,,,,,2,,,,,0,0,0,
Desecrate,evocation,,evil,"cleric/oracle 2, inquisitor 2, antipaladin 2",1 standard action,"V, S, M (a vial of unholy water and 25 gp worth (5 pounds) of silver dust, all of which must be sprinkled around the area), DF",1,close (25 ft. + 5 ft./2 levels),20-ft.-radius emanation,,,2 hours/level,0,0,none,yes,"This spell imbues an area with negative energy. The DC to resist negative channeled energy within this area gains a +3 profane bonus. Every undead creature entering a desecrated area gains a +1 profane bonus on all attack rolls, damage rolls, and saving throws. An undead creature created within or summoned into such an area gains +1 hit points per HD. If the desecrated area contains an altar, shrine, or other permanent fixture dedicated to your deity or aligned higher power, the modifiers given above are doubled (+6 profane bonus to negative channeled energy DCs, +2 profane bonus and +2 hit points per HD for undead created in the area). Furthermore, anyone who casts animate dead within this area may create as many as double the normal amount of undead (that is, 4 HD per caster level rather than 2 HD per caster level). If the area contains an altar, shrine, or other permanent fixture of a deity, pantheon, or higher power other than your patron, the desecrate spell instead curses the area, cutting off its connection with the associated deity or power. This secondary function, if used, does not also grant the bonuses and penalties relating to undead, as given above. Desecrate counters and dispels consecrate.",PFRPG Core,1,1,1,0,1,,,2,,,,,,,,2,2,2,,,,2,,Fills area with negative energy; aids undead.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Desecrate,131,25,,,"Select one alignment component that you have (chaotic, evil, or lawful). Outsiders with the opposite alignment subtype of the chosen alignment component take a -1 penalty on attack rolls, damage rolls, and saves in the area.",,1,,,,,,,,,,,,0,0,0,
Disguise Self,illusion,glamer,,"bard 1, sorcerer/wizard 1, alchemist 1, inquisitor 1, antipaladin 1, occultist 1, psychic 1, mesmerist 1, medium 1",1 standard action,"V, S",0,personal,,,you,10 min./level,1,0,,,"You make yourself--including clothing, armor, weapons, and equipmen--look different. You can seem 1 foot shorter or taller, thin, fat, or in between. You cannot change your creature type (although you can appear as another subtype). Otherwise, the extent of the apparent change is up to you. You could add or obscure a minor feature or look like an entirely different person or gender. The spell does not provide the abilities or mannerisms of the chosen form, nor does it alter the perceived tactile (touch) or audible (sound) properties of you or your equipment. If you use this spell to create a disguise, you get a +10 bonus on the Disguise check. A creature that interacts with the glamer gets a Will save to recognize it as an illusion.",PFRPG Core,1,1,0,0,0,1,1,,,,1,,1,,,1,,1,,,,1,Trickery (1),Changes your appearance.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Disguise Self,152,,"Div (3), Nanite (3)",,,,0,,,1,1,1,1,,,,,,0,0,0,
Dispel Good,abjuration,,evil,"cleric/oracle 5, inquisitor 5, antipaladin 4, shaman 5",1 standard action,"V, S, DF",0,touch,,,"you and a touched good creature from another plane, or you and an enchantment or good spell on a touched creature or object","1 round/level or until discharged, whichever comes first",0,0,see text,see text,"This spell functions like dispel evil, except that you are surrounded by dark, wavering unholy energy, and the spell affects good creatures and spells rather than evil ones.",PFRPG Core,1,1,0,0,1,,,5,,,,,,,,5,5,4,,,,5,Evil (5),+4 against attacks by good creatures.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dispel Good,157,,,,,,0,,5,,,,,,,,,,0,0,0,
Dispel Law,abjuration,,chaotic,"cleric/oracle 5, inquisitor 5, antipaladin 4, shaman 5",1 standard action,"V, S, DF",0,touch,,,"you and a touched lawful creature from another plane, or you and an enchantment or lawful spell on a touched creature or object","1 round/level or until discharged, whichever comes first",0,0,see text,see text,"This spell functions like dispel evil, except that you are surrounded by flickering, yellow chaotic energy, and the spell affects lawful creatures and spells rather than evil ones.",PFRPG Core,1,1,0,0,1,,,5,,,,,,,,5,5,4,,,,5,Chaos (5),+4 against attacks by lawful creatures.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dispel Law,158,,,,,,0,,5,,,,,,,,,,0,0,0,
Dispel Magic,abjuration,,,"bard 3, cleric/oracle 3, druid 4, paladin 3, sorcerer/wizard 3, summoner/unchained summoner 3, witch 3, inquisitor 3, antipaladin 3, magus 3, shaman 3, occultist 3, psychic 3, mesmerist 3, spiritualist 3, medium 3",1 standard action,"V, S",0,medium (100 ft. + 10 ft./level),"one spellcaster, creature, or object",,"one spellcaster, creature, or object",instantaneous,0,0,none,no,"You can use dispel magic to end one ongoing spell that has been cast on a creature or object, to temporarily suppress the magical abilities of a magic item, or to counter another spellcaster's spell. A dispelled spell ends as if its duration had expired. Some spells, as detailed in their descriptions, can't be defeated by dispel magic. Dispel magic can dispel (but not counter) spell-like effects just as it does spells. The of a spell with an instantaneous duration can't be dispelled, because the magical effect is already over before the dispel magic can take effect. You choose to use dispel magic in one of two ways: a targeted dispel or a counterspell. Targeted Dispel: One object, creature, or spell is the target of the dispel magic spell. You make one dispel check (1d20 + your caster level) and compare that to the spell with highest caster level (DC = 11 + the spell's caster level). If successful, that spell ends. If not, compare the same result to the spell with the next highest caster level. Repeat this process until you have dispelled one spell affecting the target, or you have failed to dispel every spell. For example, a 7th-level caster casts dispel magic, targeting a creature affected by stoneskin (caster level 12th) and fly (caster level 6th). The caster level check results in a 19. This check is not high enough to end the stoneskin (which would have required a 23 or higher), but it is high enough to end the fly (which only required a 17). Had the dispel check resulted in a 23 or higher, the stoneskin would have been dispelled, leaving the fly intact. Had the dispel check been a 16 or less, no spells would have been affected. You can also use a targeted dispel to specifically end one spell affecting the target or one spell affecting an area (such as a wall of fire). You must name the specific spell effect to be targeted in this way. If your caster level check is equal to or higher than the DC of that spell, it ends. No other spells or effects on the target are dispelled if your check is not high enough to end the targeted effect. If you target an object or creature that is the effect of an ongoing spell (such as a monster summoned by summon monster), you make a dispel check to end the spell that conjured the object or creature. If the object that you target is a magic item, you make a dispel check against the item's caster level (DC = 11 + the item's caster level). If you succeed, all the item's magical properties are suppressed for 1d4 rounds, after which the item recovers its magical properties. A suppressed item becomes nonmagical for the duration of the effect. An interdimensional opening (such as a bag of holding) is temporarily closed. A magic item's physical properties are unchanged: A suppressed magic sword is still a sword (a masterwork sword, in fact). Artifacts and deities are unaffected by mortal magic such as this. You automatically succeed on your dispel check against any spell that you cast yourself. Counterspell: When dispel magic is used in this way, the spell targets a spellcaster and is cast as a counterspell. Unlike a true counterspell, however, dispel magic may not work; you must make a dispel check to counter the other spellcaster's spell.",PFRPG Core,1,1,0,0,0,3,3,3,4,,3,3,,3,3,3,3,3,3,,,3,"Magic (3), Entropy (3)",Cancels one magical spell or effect.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dispel Magic,159,,Arcane (7),,"When used as a targeted dispel, this spell can end two spells affecting the target instead of just one. If the targeted dispel successfully dispels at least one spell, you heal 1d4 points of damage for every spell level of the dispelled spell. If you dispel two spells, this healing applies only to the highest-level spell dispelled. If you use this spell to counterspell, roll your dispel check twice and take the higher result.",,1,,3,3,3,3,3,3,,,4,,0,0,0,3
Doom,necromancy,,"emotion, fear, mind-affecting","antipaladin 1, cleric/oracle 1, inquisitor 1, shaman 1, mesmerist 1, spiritualist 1",1 standard action,"V, S, DF",0,medium (100 ft. + 10 ft./level),,,one living creature,1 min./level,0,0,Will negates,yes,This spell fills a single subject with a feeling of horrible dread that causes it to become shaken.,PFRPG Core,1,1,0,0,1,,,1,,,,,,,,1,1,1,,,,1,Demon (1),"One subject takes –2 on attack rolls, damage rolls, saves, and checks.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Doom,170,,,,,,0,,1,,,1,,1,,,,,0,0,0,
Eagle's Splendor,transmutation,,,"bard 2, cleric/oracle 2, paladin 2, sorcerer/wizard 2, alchemist 2, summoner/unchained summoner 2, antipaladin 2, bloodrager 2, shaman 2, psychic 2, mesmerist 2, medium 2",1 standard action,"V, S, M/DF (feathers or droppings from an eagle)",0,touch,,,creature touched,1 min./level,0,0,Will negates (harmless),yes,"The transmuted creature becomes more poised, articulate, and personally forceful. The spell grants a +4 enhancement bonus to Charisma, adding the usual benefits to Charisma-based skill checks and other uses of the Charisma modifier. Bards, paladins, and sorcerers (and other spellcasters who rely on Charisma) affected by this spell do not gain any additional bonus spells for the increased Charisma, but the save DCs for spells they cast while under this spell's effect do increase.",PFRPG Core,1,1,1,0,1,2,2,2,,,2,2,2,2,,,2,2,,,,2,,Subject gains +4 to Cha for 1 min./level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagle's Splendor,172,,Imperious (5),,,,0,2,2,2,2,2,,,,,,,0,0,0,2
Hold Person,enchantment,compulsion,mind-affecting,"bard 2, cleric/oracle 2, sorcerer/wizard 3, witch 2, inquisitor 2, antipaladin 2, bloodrager 3, shaman 2, occultist 3, psychic 2, mesmerist 2, medium 2",1 standard action,"V, S, F/DF (a small, straight piece of iron)",0,medium (100 ft. + 10 ft./level),,,one humanoid creature,1 round/level ; see text,1,0,Will negates; see text,yes,"The subject becomes paralyzed and freezes in place. It is aware and breathes normally but cannot take any actions, even speech. Each round on its turn, the subject may attempt a new saving throw to end the effect. This is a full-round action that does not provoke attacks of opportunity. A winged creature who is paralyzed cannot flap its wings and falls. A swimmer can't swim and may drown.",PFRPG Core,1,1,0,1,1,3,3,2,,,2,,,,2,2,2,2,,,,3,,Paralyzes one humanoid for 1 round/level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hold Person,268,,,,,,0,3,2,2,2,2,3,,,,,,0,0,0,
Inflict Light Wounds,necromancy,,,"antipaladin 1, cleric/oracle 1, inquisitor 1, witch 1, shaman 1, occultist 1, spiritualist 1",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half,yes,"When laying your hand upon a creature, you channel negative energy that deals 1d8 points of damage + 1 point per caster level (maximum +5). Since undead are powered by negative energy, this spell cures such a creature of a like amount of damage, rather than harming it.",PFRPG Core,1,1,0,0,0,,,1,,,,,,,1,1,1,1,,,,1,,Touch deals 1d8 damage +1/level (max +5).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inflict Light Wounds,288,,,,The damage dealt increases to 2d8 points of damage + 2 points per caster level (maximum +10). A living target is sickened for 1 round per caster level (maximum 5 rounds) if it fails its saving throw.,,1,,1,,,,1,1,,,,,0,0,0,
Inflict Moderate Wounds,necromancy,,,"antipaladin 3, cleric/oracle 2, inquisitor 2, witch 2, shaman 2, occultist 2, spiritualist 2",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half,yes,"This spell functions like inflict light wounds, except that you deal 2d8 points of damage + 1 point per caster level (maximum +10).",PFRPG Core,1,1,0,0,0,,,2,,,,,,,2,2,2,3,,,,2,,"Touch attack, 2d8 damage +1/level (max +10).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inflict Moderate Wounds,292,,,,The damage dealt increases to 4d8 points of damage + 2 points per caster level (maximum +20). A living target is sickened for 1 round per caster level (maximum 10 rounds) if it fails its saving throw.,,1,,2,,,,2,2,,,,,0,0,0,
Inflict Serious Wounds,necromancy,,,"cleric/oracle 3, witch 4, inquisitor 3, antipaladin 4, shaman 3, occultist 3, spiritualist 3",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half,yes,"This spell functions like inflict light wounds, except that you deal 3d8 points of damage + 1 point per caster level (maximum +15).",PFRPG Core,1,1,0,0,0,,,3,,,,,,,4,3,3,4,,,,3,,"Touch attack, 3d8 damage +1/level (max +15).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inflict Serious Wounds,294,,,,The damage dealt increases to 6d8 points of damage + 2 points per caster level (maximum +30). A living target is sickened for 1 round per caster level (maximum 15 rounds) if it fails its saving throw.,,1,,3,,,,3,3,,,,,0,0,0,
