name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic,bloodrager,shaman,psychic,medium,mesmerist,occultist,spiritualist,skald,investigator,hunter,haunt_statistics,ruse,draconic,meditative,summoner_unchained
Black Tentacles,conjuration,creation,,"sorcerer/wizard 4, witch 4, summoner 3, magus 4, bloodrager 4, psychic 4, spiritualist 4, unchained summoner 4",1 standard action,"V, S, M (octopus or squid tentacle)",0,medium (100 ft. + 10 ft./level),20-ft.-radius spread,,,1 round/level (D),1,0,none,no,"This spell causes a field of rubbery black tentacles to appear, burrowing up from the floor and reaching for any creature in the area. Every creature within the area of the spell is the target of a combat maneuver check made to grapple each round at the beginning of your turn, including the round that black tentacles is cast. Creatures that enter the area of effect are also automatically attacked. The tentacles do not provoke attacks of opportunity. When determining the tentacles' CMB, the tentacles use your caster level as their base attack bonus and receive a +4 bonus due to their Strength and a +1 size bonus. Roll only once for the entire spell effect each round and apply the result to all creatures in the area of effect. If the tentacles succeed in grappling a foe, that foe takes 1d6+4 points of damage and gains the grappled condition. Grappled opponents cannot move without first breaking the grapple. All other movement is prohibited unless the creature breaks the grapple first. The black tentacles spell receives a +5 bonus on grapple checks made against opponents it is already grappling, but cannot move foes or pin foes. Each round that black tentacles succeeds on a grapple check, it deals an additional 1d6+4 points of damage. The CMD of black tentacles, for the purposes of escaping the grapple, is equal to 10 + its CMB. The tentacles created by this spell cannot be damaged, but they can be dispelled as normal. The entire area of effect is considered difficult terrain while the tentacles last.",PFRPG Core,1,1,1,0,0,4,4,,,,,,,3,4,,,,4,,,4,, Tentacles grapple all creatures within a 20-ft. spread.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Tentacles,42,,"Aberrant (Sorcerer) (9), Aberrant (BloodRager) (16)",Occult (8),Add your tier to the base attack bonus of the tentacles. The tentacles also deal an additional 2d6 points of acid damage with a successful grapple.,"Augmented (6th): If you expend two uses of mythic power, the spell creates twice as many tentacles in the same area, meaning each creature in the area is attacked twice per round. The tentacles can grapple creatures that are immune to grappling if that immunity is from a non-mythic source, but combat maneuver checks to grapple such creatures take a -5 penalty.",1,4,,4,,,,4,,,,,0,0,0,4
Blink,transmutation,,,"bard 3, sorcerer/wizard 3, magus 3, psychic 3",1 standard action,"V, S",0,personal,,,you,1 round/level (D),1,0,,,"You ""blink"" quickly back and forth between the Material Plane and the Ethereal Plane and look as though you're winking in and out of reality at random. Blink has several effects, as follows. Physical attacks against you have a 50% miss chance, and the Blind-Fight feat doesn't help opponents, since you're ethereal and not merely invisible. If the attack is capable of striking ethereal creatures, the miss chance is only 20% (for concealment). If the attacker can see invisible creatures, the miss chance is also only 20%. (For an attacker who can both see and strike ethereal creatures, there is no miss chance.) Likewise, your own attacks have a 20% miss chance, since you sometimes go ethereal just as you are about to strike. Any individually targeted spell has a 50% chance to fail against you while you're blinking unless your attacker can target invisible, ethereal creatures. Your own spells have a 20% chance to activate just as you go ethereal, in which case they typically do not affect the Material Plane (but they might affect targets on the Ethereal Plane). While blinking, you take only half damage from area attacks (but full damage from those that extend onto the Ethereal Plane). Although you are only partially visible, you are not considered invisible and targets retain their Dexterity bonus to AC against your attacks. You do receive a +2 bonus on attack rolls made against enemies that cannot see invisible creatures. You take only half damage from falling, since you fall only while you are material. While blinking, you can step through (but not see through) solid objects. For each 5 feet of solid material you walk through, there is a 50% chance that you become material. If this occurs, you are shunted off to the nearest open space and take 1d6 points of damage per 5 feet so traveled. Since you spend about half your time on the Ethereal Plane, you can see and even attack ethereal creatures. You interact with ethereal creatures roughly the same way you interact with material ones. An ethereal creature is invisible, incorporeal, and capable of moving in any direction, even up or down. As an incorporeal creature, you can move through solid objects, including living creatures. An ethereal creature can see and hear the Material Plane, but everything looks gray and insubstantial. Sight and hearing on the Material Plane are limited to 60 feet. Force effects and abjurations affect you normally. Their effects extend onto the Ethereal Plane from the Material Plane, but not vice versa. An ethereal creature can't attack material creatures, and spells you cast while ethereal affect only other ethereal things. Certain material creatures or objects have attacks or effects that work on the Ethereal Plane. Treat other ethereal creatures and objects as material.",PFRPG Core,1,1,0,0,0,3,3,,,,3,,,,,,,,3,,,3,,You randomly vanish and reappear for 1 round/level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blink,51,,Starsoul (7),"Deception (6), Dimensions (6)",You may spend a move action to remain corporeal or incorporeal until the end of your turn (you automatically resume blinking at the end of your turn).,"Augmented (3rd): If you expend two uses of mythic power, you can spend either a swift action or a move action to remain corporeal or incorporeal until the end of your turn.",1,,,3,,,,,,,,,0,0,0,
Blur,illusion,glamer,,"bard 2, sorcerer/wizard 2, summoner/unchained summoner 2, alchemist 2, magus 2, occultist 2, psychic 2, mesmerist 2, spiritualist 2, medium 2",1 standard action,V,0,touch,,,creature touched,1 min./level,1,0,Will negates (harmless),yes (harmless),"The subject's outline appears blurred, shifting, and wavering. This distortion grants the subject concealment (20% miss chance). A see invisibility spell does not counteract the blur effect, but a true seeing spell does. Opponents that cannot see the subject ignore the spell's effect (though fighting an unseen opponent carries penalties of its own).",PFRPG Core,1,0,0,0,0,2,2,,,,2,,2,2,,,,,2,,,2,,Attacks miss subject 20% of the time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blur,52,,"Destined (5), Protean (5)",,,,0,,,2,2,2,2,2,,,,,0,0,0,2
Bull's Strength,transmutation,,,"cleric/oracle 2, druid 2, paladin 2, sorcerer/wizard 2, summoner/unchained summoner 2, alchemist 2, antipaladin 2, magus 2, bloodrager 2, shaman 2, psychic 2, medium 2",1 standard action,"V, S, M/DF (a few hairs, or a pinch of dung, from a bull)",0,touch,,,creature touched,1 min./level,0,0,Will negates (harmless),yes (harmless),"The subject becomes stronger. The spell grants a +4 enhancement bonus to Strength, adding the usual benefits to melee attack rolls, melee damage rolls, and other uses of the Strength modifier.",PFRPG Core,1,1,1,0,1,2,2,2,2,,,2,2,2,,,2,2,2,2,,2,"Rage (2), Strength (2)",Subject gains +4 to Str for 1 min./level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bull's Strength,55,,"Abyssal (5), Orc (5)",Strength (4),,,0,2,2,2,2,,,,,,2,,0,0,0,2
"Bull's Strength, Mass",transmutation,,,"cleric/oracle 6, druid 6, sorcerer/wizard 6, summoner 4, magus 6, shaman 6, psychic 6, unchained summoner 6",1 standard action,"V, S, M/DF (a few hairs, or a pinch of dung, from a bull)",0,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart",1 min./level,0,0,Will negates (harmless),yes (harmless),"This spell functions like bull's strength, except that it affects multiple creatures.",PFRPG Core,1,1,1,0,1,6,6,6,6,,,,,4,,,6,,6,,,6,Ferocity (6),"As bull’s strength, affects 1 subject/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bull's Strength, Mass",56,,,"Devotion (12), Strength (12)",,,0,,6,6,,,,,,,6,,0,0,0,6
Burning Hands,evocation,,fire,"sorcerer/wizard 1, witch 1, magus 1, bloodrager 1, shaman 1, occultist 1",1 standard action,"V, S",0,15 ft.,cone-shaped burst,,,instantaneous,0,0,Reflex half,yes,A cone of searing flame shoots from your fingertips. Any creature in the area of the flames takes 1d4 points of fire damage per caster level (maximum 5d4). Flammable materials burn if the flames touch them. A character can extinguish burning items as a full-round action.,PFRPG Core,1,1,0,0,0,1,1,,,,,,,,1,,,,1,1,,1,Fire (1), 1d4/level fire damage (max 5d4).,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Burning Hands,57,,"Elemental (3), Orc (3)",Vengeance (2),"The range increases to 20 feet, and the damage dealt increases to 1d6 points of fire damage per caster level (maximum 5d6).",,1,1,1,,,,1,,,,,,0,0,0,
Cat's Grace,transmutation,,,"bard 2, druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, alchemist 2, magus 2, bloodrager 2, psychic 2, mesmerist 2, medium 2",1 standard action,"V, S, M (pinch of cat fur)",0,touch,,,creature touched,1 min./level,0,0,Will negates (harmless),yes,"The transmuted creature becomes more graceful, agile, and coordinated. The spell grants a +4 enhancement bonus to Dexterity, adding the usual benefits to AC, Reflex saves, and other uses of the Dexterity modifier.",PFRPG Core,1,1,1,0,0,2,2,,2,2,2,,2,2,,,,,2,2,,2,Flowing (2),Subject gains +4 to Dex for 1 min./level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cat's Grace,62,,,Agility (4),,,0,2,,2,2,2,,,,,2,,0,0,0,2
"Cat's Grace, Mass",transmutation,,,"bard 6, druid 6, sorcerer/wizard 6, summoner 4, magus 6, psychic 6, unchained summoner 6",1 standard action,"V, S, M (pinch of cat fur)",0,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart",1 min./level,0,0,Will negates (harmless),yes,"This spell functions like cat's grace, except that it affects multiple creatures.",PFRPG Core,1,1,1,0,0,6,6,,6,,6,,,4,,,,,6,,,6,,"As cat’s grace, affects 1 subject/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cat's Grace, Mass",63,,,Agility (12),,,0,,,6,,,,,,,6,,0,0,0,6
Chain Lightning,evocation,,electricity,"sorcerer/wizard 6, witch 7, magus 6, occultist 6",1 standard action,"V, S, F (a bit of fur; a piece of amber, glass, or a crystal rod; plus one silver pin per caster level)",0,long (400 ft. + 40 ft./level),,,"one primary target, plus one secondary target/level (each of which must be within 30 ft. of the primary target)",instantaneous,0,0,Reflex half,yes,"This spell creates an electrical discharge that begins as a single stroke commencing from your fingertips. Unlike lightning bolt, chain lightning strikes one object or creature initially, then arcs to other targets. The bolt deals 1d6 points of electricity damage per caster level (maximum 20d6) to the primary target. After it strikes, lightning can arc to a number of secondary targets equal to your caster level (maximum 20). The secondary bolts each strike one target and deal as much damage as the primary bolt. Each target can attempt a Reflex saving throw for half damage. The Reflex DC to halve the damage of the secondary bolts is 2 lower than the DC to halve the damage of the primary bolt. You choose secondary targets as you like, but they must all be within 30 feet of the primary target, and no target can be struck more than once. You can choose to affect fewer secondary targets than the maximum.",PFRPG Core,1,1,0,0,0,6,6,,,,,,,,7,,,,6,,,6,Air (6), 1d6/level damage and 1 secondary bolt/level.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chain Lightning,65,,"Djinni (13), Stormborn (13)",,"This spell deals 1d10 points of damage per caster level (maximum 20d10) and the save DC isn't reduced for secondary targets. Secondary targets have to be within 30 feet of any other target, not necessarily the primary target.",,1,,,,,,6,,,,,,0,0,0,
Chill Touch,necromancy,,,"sorcerer/wizard 1, witch 1, magus 1, bloodrager 1, shaman 1, spiritualist 1",1 standard action,"V, S",0,touch,,,creature or creatures touched (up to one/level),instantaneous,0,0,Fortitude partial or Will negates; see text,yes,"A touch from your hand, which glows with blue energy, disrupts the life force of living creatures. Each touch channels negative energy that deals 1d6 points of damage. The touched creature also takes 1 point of Strength damage unless it makes a successful Fortitude saving throw. You can use this melee touch attack up to one time per level. An undead creature you touch takes no damage of either sort, but it must make a successful Will saving throw or flee as if panicked for 1d4 rounds + 1 round per caster level.",PFRPG Core,1,1,0,0,0,1,1,,,,,,,,1,,,,1,,,1,, One touch/level deals 1d6 damage and possibly 1 Str damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chill Touch,73,,Undead (3),,,,0,1,1,,,,,1,,,,,0,0,0,
Cloudkill,conjuration,creation,,"sorcerer/wizard 5, witch 5, magus 5, spiritualist 5, unchained summoner 5",1 standard action,"V, S",0,medium (100 ft. + 10 ft./level),,"cloud spreads in 20-ft. radius, 20 ft. high",,1 min./level,0,0,Fortitude partial; see text,no,"This spell generates a bank of fog, similar to a fog cloud, except that its vapors are yellowish green and poisonous. These vapors automatically kill any living creature with 3 or fewer HD (no save). A living creature with 4 to 6 HD is slain unless it succeeds on a Fortitude save (in which case it takes 1d4 points of Constitution damage on your turn each round while in the cloud). A living creature with more than 6 HD takes 1d4 points of Constitution damage on your turn each round while in the cloud (a successful Fortitude save halves this damage). Holding one's breath doesn't help, but creatures immune to poison are unaffected by the spell. Unlike a fog cloud, the cloudkill moves away from you at 10 feet per round, rolling along the surface of the ground. Figure out the cloud's new spread each round based on its new point of origin, which is 10 feet farther away from the point of origin where you cast the spell. Because the vapors are heavier than air, they sink to the lowest level of the land, even pouring down den or sinkhole openings. It cannot penetrate liquids, nor can it be cast underwater.",PFRPG Core,1,1,0,0,0,5,5,,,,,,,,5,,,,5,,,5,Venom (6)," Kills 3 HD or less; 4–6 HD save or die, 6+ HD take Con damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cloudkill,79,,Orc (11),,"As a move action, you can move the cloud 10 feet in any direction. Add your tier to the spell's level and Hit Dice categories to determine its effect on creatures. (For example, at 3rd tier a creature with 6 or fewer HD gets no save, one with 7-9 HD must save or die, and one with 10 or more HD must save or take 1d4 points of Con damage.)","Augmented (6th): If you expend two uses of mythic power, the spell bypasses the poison immunity of living creatures.",1,,,,,,,5,,,,,0,0,0,5
Color Spray,illusion,pattern,mind-affecting,"sorcerer/wizard 1, magus 1, bloodrager 1, psychic 1, mesmerist 1",1 standard action,"V, S, M (red, yellow, and blue powder or colored sand)",0,15 ft.,cone-shaped burst,,,instantaneous; see text,0,0,Will negates,yes,"A vivid cone of clashing colors springs forth from your hand, causing creatures to become stunned, perhaps also blinded, and possibly knocking them unconscious. Each creature within the cone is affected according to its HD. 2 HD or less: The creature is unconscious, blinded, and stunned for 2d4 rounds, then blinded and stunned for 1d4 rounds, and then stunned for 1 round. (Only living creatures are knocked unconscious.) 3 or 4 HD: The creature is blinded and stunned for 1d4 rounds, then stunned for 1 round. 5 or more HD: The creature is stunned for 1 round. Sightless creatures are not affected by color spray.",PFRPG Core,1,1,1,0,0,1,1,,,,,,,,,,,,1,,,1,," Knocks unconscious, blinds, and/or stuns weak creatures.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Color Spray,80,,,,"The range increases to 30 feet. Add half your tier to the spell's Hit Dice categories to determine its effects on creatures. (At 3rd tier a creature with 3 or fewer HD is unconscious, blinded, and stunned; one with 4 or 5 HD is blinded and stunned, and one with 6 or more HD is stunned.) Creatures that succeed at their saves are dazzled for 1 minute.",,1,1,,1,,1,,,,,,,0,0,0,
