name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic,bloodrager,shaman,psychic,medium,mesmerist,occultist,spiritualist,skald,investigator,hunter,haunt_statistics,ruse,draconic,meditative,summoner_unchained
Arcane Eye,divination,scrying,,"sorcerer/wizard 4, witch 4, alchemist 4, occultist 4, psychic 4, mesmerist 4",10 minutes,"V, S, M (a bit of bat fur)",0,unlimited,,magical sensor,,1 min./level,1,0,none,no,"You create an invisible magical sensor that sends you visual information. You can create the arcane eye at any point you can see, but it can then travel outside your line of sight without hindrance. An arcane eye travels at 30 feet per round (300 feet per minute) if viewing an area ahead as a human would (primarily looking at the floor) or 10 feet per round (100 feet per minute) if examining the ceiling and walls as well as the floor ahead. It sees exactly as you would see if you were there. The eye can travel in any direction as long as the spell lasts. Solid barriers block its passage, but it can pass through a hole or space as small as 1 inch in diameter. The eye can't enter another plane of existence, even through a gate or similar magical portal. You must concentrate to use an arcane eye. If you do not concentrate, the eye is inert until you again concentrate.",PFRPG Core,1,1,1,0,0,4,4,,,,,,4,,4,,,,,,,4,Arcane (4), Invisible floating eye moves 30 ft./round.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arcane Eye,22,,,,,,0,,,4,,4,4,,,,,,0,0,0,
Arcane Lock,abjuration,,,"sorcerer/wizard 2, occultist 2",1 standard action,"V, S, M (gold dust worth 25 gp)",1,touch,,,"door, chest, or portal touched, up to 30 sq. ft./level in size",permanent,0,0,none,no,"An arcane lock spell cast upon a door, chest, or portal magically locks it. You can freely pass your own arcane lock without affecting it. If the locked object has a lock, the DC to open that lock increases by 10 while it remains attached to the object. If the object does not have a lock, this spell creates one that can only be opened with a DC 20 Disable Device skill check. A door or object secured with this spell can be opened only by breaking in or with a successful dispel magic or knock spell. Add 10 to the normal DC to break open a door or portal affected by this spell. A knock spell does not remove an arcane lock; it only suppresses the effect for 10 minutes.",PFRPG Core,1,1,1,0,0,2,2,,,,,,,,,,,,,,,2,Wards (1), Magically locks a portal or chest.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arcane Lock,23,25,,,,,0,,,,,,2,,,,,,0,0,0,
Arcane Sight,divination,,,"sorcerer/wizard 3, witch 3, inquisitor 3, alchemist 3, magus 3, occultist 3, psychic 3",1 standard action,"V, S",0,personal,,,you,1 min./level,1,0,,,"This spell makes your eyes glow blue and allows you to see magical auras within 120 feet of you. The effect is similar to that of a detect magic spell, but arcane sight does not require concentration and discerns aura location and power more quickly. You know the location and power of all magical auras within your sight. An aura's power depends on a spell's functioning level or an item's caster level, as noted in the DESCRIPTION of the detect magic spell. If the items or creatures bearing the auras are in line of sight, you can make Spellcraft skill checks to determine the school of magic involved in each. (Make one check per aura; DC 15 + spell level, or 15 + half caster level for a nonspell effect.) If you concentrate on a specific creature within 120 feet of you as a standard action, you can determine whether it has any spellcasting or spell-like abilities, whether these are arcane or divine (spell-like abilities register as arcane), and the strength of the most powerful spell or spell-like ability the creature currently has available for use. As with detect magic, you can use this spell to identify the properties of magic items, but not artifacts. Arcane sight can be made permanent with a permanency spell.",PFRPG Core,1,1,0,0,0,3,3,,,,,,3,,3,3,,,3,,,3,, Magical auras become visible to you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arcane Sight,25,,,,,,0,,,3,,,3,,,,,,0,0,0,
"Arcane Sight, Greater",divination,,,"sorcerer/wizard 7, witch 7, psychic 7",1 standard action,"V, S",0,personal,,,you,1 min./level,1,0,,,"This spell functions like arcane sight, except that you automatically know which spells or magical effects are active upon any individual or object you see. Unlike arcane sight, this spell cannot be made permanent with a permanency spell.",PFRPG Core,1,1,0,0,0,7,7,,,,,,,,7,,,,,,,7,," As arcane sight, but also reveals magic effects on creatures and objects.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arcane Sight, Greater",26,,,,,,0,,,7,,,,,,,,,0,0,0,
Astral Projection,necromancy,,,"cleric/oracle 9, sorcerer/wizard 9, witch 9, psychic 9",30 minutes,"V, S, M (1,000 gp jacinth)",1,touch,,,you plus one additional willing creature touched per two caster levels,see text,0,0,none,yes,"By freeing your spirit from your physical body, this spell allows you to project an astral body onto another plane altogether. You can bring the astral forms of other willing creatures with you, provided that these subjects are linked in a circle with you at the time of the casting. These fellow travelers are dependent upon you and must accompany you at all times. If something happens to you during the journey, your companions are stranded wherever you left them. You project your astral self onto the Astral Plane, leaving your physical body behind on the Material Plane in a state of suspended animation. The spell projects an astral copy of you and all you wear or carry onto the Astral Plane. Since the Astral Plane touches upon other planes, you can travel astrally to any of these other planes as you will. To enter one, you leave the Astral Plane, forming a new physical body (and equipment) on the plane of existence you have chosen to enter. While you are on the Astral Plane, your astral body is connected at all times to your physical body by an incorporeal silver cord. If the cord is broken, you are killed, astrally and physically. Luckily, very few things can destroy a silver cord. When a second body is formed on a different plane, the silver cord remains invisibly attached to the new body. If the second body or the astral form is slain, the cord simply returns to your body where it rests on the Material Plane, thereby reviving it from its state of suspended animation. This is a traumatic affair, however, and you gain two permanent negative levels if your second body or astral form is slain. Although astral projections are able to function on the Astral Plane, their actions affect only creatures existing on the Astral Plane; a physical body must be materialized on other planes. You and your companions may travel through the Astral Plane indefinitely. Your bodies simply wait behind in a state of suspended animation until you choose to return your spirits to them. The spell lasts until you desire to end it, or until it is terminated by some outside means, such as dispel magic cast upon either the physical body or the astral form, the breaking of the silver cord, or the destruction of your body back on the Material Plane (which kills you). When this spell ends, your astral body and all of its gear, vanishes.",PFRPG Core,1,1,1,0,0,9,9,9,,,,,,,9,,9,,,,,9,Travel (9),Projects you and others onto Astral Plane.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Astral Projection,27,1000,Dreamspun (19),Stars (18),,,0,,,9,,,,,,,,,0,0,0,
Banishment,abjuration,,,"cleric/oracle 6, sorcerer/wizard 7, summoner 5, inquisitor 5, shaman 6, psychic 7, spiritualist 6, unchained summoner 6",1 standard action,"V, S, F (see text)",0,close (25 ft. + 5 ft./2 levels),,,"one or more extraplanar creatures, no two of which can be more than 30 ft. apart",instantaneous,0,0,Will negates,yes,"A banishment spell is a more powerful version of the dismissal spell. It enables you to force extraplanar creatures out of your home plane. As many as 2 Hit Dice of creatures per caster level can be banished. You can improve the spell's chance of success by presenting at least one object or substance that the target hates, fears, or otherwise opposes. For each such object or substance, you gain a +1 bonus on your caster level check to overcome the target's Spell Resistance (if any), and the saving throw DC increases by 2. Certain rare items might work twice as well as a normal item for the purpose of the bonuses (each providing a +2 bonus on the caster level check against Spell Resistance and increasing the save DC by 4).",PFRPG Core,1,1,0,1,0,7,7,6,,,,,,5,,5,6,,,,,7,,Banishes 2 HD/level of extraplanar creatures.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Banishment,32,,Celestial (15),"Boundaries (12), Dimensions (14)",,,0,,6,7,,,,6,,,,,0,0,0,6
Bear's Endurance,transmutation,,,"cleric/oracle 2, druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, alchemist 2, magus 2, bloodrager 2, shaman 2, psychic 2, medium 2",1 standard action,"V, S, M/DF (a few hairs, or a pinch of dung, from a bear)",0,touch,,,creature touched,1 min./level,0,0,Will negates (harmless),yes,"The affected creature gains greater vitality and stamina. The spell grants the subject a +4 enhancement bonus to Constitution, which adds the usual benefits to hit points, Fortitude saves, Constitution checks, and so forth. Hit points gained by a temporary increase in Constitution score are not temporary hit points. They go away when the subject's Constitution drops back to normal. They are not lost first as temporary hit points are.",PFRPG Core,1,1,1,0,1,2,2,2,2,2,,,2,2,,,2,,2,2,,2,,Subject gains +4 to Con for 1 min./level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear's Endurance,34,,,"Endurance (4), Transformation (4)",,,0,2,2,2,2,,,,,,2,,0,0,0,2
"Bear's Endurance, Mass",transmutation,,,"cleric/oracle 6, druid 6, sorcerer/wizard 6, summoner 4, magus 6, shaman 6, psychic 6, unchained summoner 6",1 standard action,"V, S, M/DF (a few hairs, or a pinch of dung, from a bear)",0,close (25 ft. + 5 ft./2 levels),,,"creature one creature/level, no two of which can be more than 30 ft. apart",1 min./level,0,0,Will negates (harmless),yes,"Mass bear's endurance works like bear's endurance, except that it affects multiple creatures.",PFRPG Core,1,1,1,0,1,6,6,6,6,,,,,4,,,6,,6,,,6,,"As bear’s endurance, affects 1 subject/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bear's Endurance, Mass",35,,,Endurance (12),,,0,,6,6,,,,,,,6,,0,0,0,6
Beast Shape I,transmutation,polymorph,,"sorcerer/wizard 3, alchemist 3, magus 3, bloodrager 3",1 standard action,"V, S, M (a piece of the creature whose form you plan to assume)",0,personal,,,you,1 min./level,1,0,,,"When you cast this spell, you can assume the form of any Small or Medium creature of the animal type. If the form you assume has any of the following abilities, you gain the listed ability: climb 30 feet, fly 30 feet (average maneuverability), swim 30 feet, darkvision 60 feet, low-light vision, and scent. Small animal: If the form you take is that of a Small animal, you gain a +2 size bonus to your Dexterity and a +1 natural armor bonus. Medium animal: If the form you take is that of a Medium animal, you gain a +2 size bonus to your Strength and a +2 natural armor bonus.",PFRPG Core,1,1,1,0,0,3,3,,,,,,3,,,,,,3,,,3,Fur (3), You take the form and some of the powers of a Small or Medium animal.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast Shape I,36,,,Transformation (6),,,0,3,,,,,,,,,,,0,0,0,
Beast Shape II,transmutation,polymorph,,"sorcerer/wizard 4, alchemist 4, magus 4, bloodrager 4",1 standard action,"V, S, M (a piece of the creature whose form you plan to assume)",0,personal,,,you,1 min./level,1,0,,,"This spell functions as beast shape I, except that it also allows you to assume the form of a Tiny or Large creature of the animal type. If the form you assume has any of the following abilities, you gain the listed ability: climb 60 feet, fly 60 feet (good maneuverability), swim 60 feet, darkvision 60 feet, low-light vision, scent, grab, pounce, and trip. Tiny animal: If the form you take is that of a Tiny animal, you gain a +4 size bonus to your Dexterity, a -2 penalty to your Strength, and a +1 natural armor bonus. Small animal: If the form you take is that of a Small animal, you gain a +2 size bonus to your Dexterity and a +1 natural armor bonus. Medium animal: If the form you take is that of a Medium animal, you gain a +2 size bonus to your Strength and a +2 natural armor bonus. Large animal: If the form you take is that of a Large animal, you gain a +4 size bonus to your Strength, a -2 penalty to your Dexterity, and a +4 natural armor bonus.",PFRPG Core,1,1,1,0,0,4,4,,,,,,4,,,,,,4,,,4,, You take the form and some of the powers of a Tiny or Large animal.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast Shape II,37,,,Transformation (8),,,0,4,,,,,,,,,,,0,0,0,
Beast Shape III,transmutation,polymorph,,"sorcerer/wizard 5, alchemist 5, magus 5",1 standard action,"V, S, M (a piece of the creature whose form you plan to assume)",0,personal,,,you,1 min./level,1,0,,,"This spell functions as beast shape II, except that it also allows you to assume the form of a Diminutive or Huge creature of the animal type. This spell also allows you to take on the form of a Small or Medium creature of the magical beast type. If the form you assume has any of the following abilities, you gain the listed ability: burrow 30 feet, climb 90 feet, fly 90 feet (good maneuverability), swim 90 feet, blindsense 30 feet, darkvision 60 feet, low-light vision, scent, constrict, ferocity, grab, jet, poison, pounce, rake, trample, trip, and web. Diminutive animal: If the form you take is that of a Diminutive animal, you gain a +6 size bonus to your Dexterity, a -4 penalty to your Strength, and a +1 natural armor bonus. Tiny animal: If the form you take is that of a Tiny animal, you gain a +4 size bonus to your Dexterity, a -2 penalty to your Strength, and a +1 natural armor bonus. Small animal: If the form you take is that of a Small animal, you gain a +2 size bonus to your Dexterity and a +1 natural armor bonus. Medium animal: If the form you take is that of a Medium animal, you gain a +2 size bonus to your Strength and a +2 natural armor bonus. Large animal: If the form you take is that of a Large animal, you gain a +4 size bonus to your Strength, a -2 penalty to your Dexterity, and a +4 natural armor bonus. Huge animal: If the form you take is that of a Huge animal, you gain a +6 size bonus to your Strength, a -4 penalty to your Dexterity, and a +6 natural armor bonus. Small magical beast: If the form you take is that of a Small magical beast, you gain a +4 size bonus to your Dexterity, and a +2 natural armor bonus. Medium magical beast: If the form you take is that of a Medium magical beast, you gain a +4 size bonus to your Strength, and a +4 natural armor bonus.",PFRPG Core,1,1,1,0,0,5,5,,,,,,5,,,,,,5,,,5,"Animal (5), Saurian (5)"," You take the form of a Diminutive or Huge animal, or Small or Medium magical beast.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast Shape III,38,,,Transformation (10),,,0,,,,,,,,,,,,0,0,0,
