name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic,bloodrager,shaman,psychic,medium,mesmerist,occultist,spiritualist,skald,investigator,hunter,haunt_statistics,ruse,draconic,meditative,summoner_unchained
Break Enchantment,abjuration,,,"bard 4, cleric/oracle 5, paladin 4, sorcerer/wizard 5, witch 5, inquisitor 5, shaman 5, occultist 4, psychic 4, mesmerist 4, spiritualist 5, medium 4",1 minute,"V, S",0,close (25 ft. + 5 ft./2 levels),,,"up to one creature per level, all within 30 ft. of each other",instantaneous,0,0,see text,no,"This spell frees victims from enchantments, transmutations, and curses. Break enchantment can reverse even an instantaneous effect. For each such effect, you make a caster level check (1d20 + caster level, maximum +15) against a DC of 11 + caster level of the effect. Success means that the creature is free of the spell, curse, or effect. For a cursed magic item, the DC is equal to the DC of the curse. If the spell is one that cannot be dispelled by dispel magic or stone to flesh, break enchantment works only if that spell is 5th level or lower. If the effect comes from a permanent magic item, break enchantment does not remove the curse from the item, but it does free the victim from the item's effects.",PFRPG Core,1,1,0,0,0,5,5,5,,,4,4,,,5,5,5,,,5,,5,"Liberation (5), Luck (5), Restoration (5)","Frees subjects from enchantments, transmutations, and curses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Break Enchantment,53,,Destined (11),,"Against non-mythic effects, the spell automatically succeeds without requiring a caster level check. Against mythic effects, add your tier to your caster level check. The maximum level of spell this spell can remove is 5 + half your tier.","Augmented (7th): If you expend two uses of mythic power, you can apply a removed enchantment, transmutation, or curse to the creature that originally cast it. The creature must be a valid target of the spell and on the same plane as you, and it gets a saving throw at the effect's original DC.",1,,5,4,4,4,4,5,,,,,0,0,0,
Calm Emotions,enchantment,compulsion,"mind-affecting, emotion","bard 2, cleric/oracle 2, inquisitor 2, shaman 2, occultist 2, psychic 2, mesmerist 2",1 standard action,"V, S, DF",0,medium (100 ft. + 10 ft./level),creatures in a 20-ft.-radius spread,,,"concentration, up to 1 round/level",1,0,Will negates,yes,"This spell calms agitated creatures. You have no control over the affected creatures, but calm emotions can stop raging creatures from fighting or joyous ones from reveling. Creatures so affected cannot take violent actions (although they can defend themselves) or do anything destructive. Any aggressive action against or damage dealt to a calmed creature immediately breaks the spell on all calmed creatures. This spell automatically suppresses (but does not dispel) any morale bonuses granted by spells such as bless, good hope, and rage, and also negates a bard's ability to inspire courage or a barbarian's rage ability. It also suppresses any fear effects and removes the confused condition from all targets. While the spell lasts, a suppressed spell, condition, or effect has no effect. When the calm emotions spell ends, the original spell or effect takes hold of the creature again, provided that its duration has not expired in the meantime.",PFRPG Core,1,1,0,0,1,,,2,,,2,,,,,2,2,,,,,2,"Charm (2), Family (2)","Calms creatures, negating emotion effects.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Calm Emotions,61,,,"Enchantment (4), Peace (4)",,,0,,2,2,,2,2,,,,,,0,0,0,
Cat's Grace,transmutation,,,"bard 2, druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, alchemist 2, magus 2, bloodrager 2, psychic 2, mesmerist 2, medium 2",1 standard action,"V, S, M (pinch of cat fur)",0,touch,,,creature touched,1 min./level,0,0,Will negates (harmless),yes,"The transmuted creature becomes more graceful, agile, and coordinated. The spell grants a +4 enhancement bonus to Dexterity, adding the usual benefits to AC, Reflex saves, and other uses of the Dexterity modifier.",PFRPG Core,1,1,1,0,0,2,2,,2,2,2,,2,2,,,,,2,2,,2,Flowing (2),Subject gains +4 to Dex for 1 min./level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cat's Grace,62,,,Agility (4),,,0,2,,2,2,2,,,,,2,,0,0,0,2
"Cat's Grace, Mass",transmutation,,,"bard 6, druid 6, sorcerer/wizard 6, summoner 4, magus 6, psychic 6, unchained summoner 6",1 standard action,"V, S, M (pinch of cat fur)",0,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart",1 min./level,0,0,Will negates (harmless),yes,"This spell functions like cat's grace, except that it affects multiple creatures.",PFRPG Core,1,1,1,0,0,6,6,,6,,6,,,4,,,,,6,,,6,,"As cat’s grace, affects 1 subject/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cat's Grace, Mass",63,,,Agility (12),,,0,,,6,,,,,,,6,,0,0,0,6
Cause Fear,necromancy,,"emotion, fear, mind-affecting","antipaladin 1, bard 1, cleric/oracle 1, inquisitor 1, sorcerer/wizard 1, witch 1, bloodrager 1, shaman 1, occultist 1, psychic 1, mesmerist 1, spiritualist 1, medium 1",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,one living creature with 5 or fewer HD,1d4 rounds or 1 round; see text,0,0,Will partial,yes,"The affected creature becomes frightened. If the subject succeeds on a Will save, it is shaken for 1 round. Creatures with 6 or more HD are immune to this effect. Cause fear counters and dispels remove fear.",PFRPG Core,1,1,0,0,0,1,1,1,,,1,,,,1,1,1,1,,1,,1,"Daemon (1), Death (1), Fear (1)",A creature of 5 HD or less flees for 1d4 rounds.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Cause Fear,64,,Abyssal (3),,,,0,1,1,1,1,1,1,1,,,,,0,0,0,
Charm Person,enchantment,charm,mind-affecting,"bard 1, sorcerer/wizard 1, witch 1, shaman 1, occultist 1, psychic 1, mesmerist 1",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,one humanoid creature,1 hour/level,0,0,Will negates,yes,"This charm makes a humanoid creature regard you as its trusted friend and ally (treat the target's attitude as friendly). If the creature is currently being threatened or attacked by you or your allies, however, it receives a +5 bonus on its saving throw. The spell does not enable you to control the charmed person as if it were an automaton, but it perceives your words and actions in the most favorable way. You can try to give the subject orders, but you must win an opposed Charisma check to convince it to do anything it wouldn't ordinarily do. (Retries are not allowed.) An affected creature never obeys suicidal or obviously harmful orders, but it might be convinced that something very dangerous is worth doing. Any act by you or your apparent allies that threatens the charmed person breaks the spell. You must speak the person's language to communicate your commands, or else be good at pantomiming.",PFRPG Core,1,1,0,0,0,1,1,,,,1,,,,1,,,,,,,1,"Charm (1), Slavery (1)",Makes one person your friend.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Charm Person,68,,Rakshasa (3),,,,0,,1,1,,1,1,,,,,,0,0,0,
Charm Monster,enchantment,charm,mind-affecting,"bard 3, sorcerer/wizard 4, witch 4, summoner 3, occultist 4, psychic 4, mesmerist 3, unchained summoner 4",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,one living creature,1 day/level,0,0,Will negates,yes,"This spell functions like charm person, except that the effect is not restricted by creature type or size.",PFRPG Core,1,1,0,0,0,4,4,,,,3,,,3,4,,,,,,,4,Charm (5),Makes monster believe it is your ally.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Charm Monster,70,,"Infernal (9), Oni (9)",,,,0,,,4,,3,4,,,,,,0,0,0,4
"Charm Monster, Mass",enchantment,charm,mind-affecting,"bard 6, sorcerer/wizard 8, witch 8, summoner/unchained summoner 6, occultist 6, psychic 8, mesmerist 6",1 standard action,V,0,close (25 ft. + 5 ft./2 levels),,,"One or more creatures, no two of which can be more than 30 ft. apart",1 day/level,0,0,Will negates,yes,"This spell functions like charm monster, except that mass charm monster affects a number of creatures whose combined HD do not exceed twice your level, or at least one creature regardless of HD. If there are more potential targets than you can affect, you choose them one at a time until you must choose a creature with too many HD to affect.",PFRPG Core,1,0,0,0,0,8,8,,,,6,,,6,8,,,,,,,8,,"As charm monster, but all within 30 ft.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Charm Monster, Mass",71,,,,,,0,,,8,,6,6,,,,,,0,0,0,6
Clairaudience/Clairvoyance,divination,scrying,,"bard 3, sorcerer/wizard 3, witch 3, shaman 3, occultist 3, psychic 3, mesmerist 3, spiritualist 3, medium 2",10 minutes,"V, S, F/DF (a small horn or a glass eye)",0,long (400 ft. + 40 ft./level),,magical sensor,,1 min./level,1,0,none,no,"Clairaudience/clairvoyance creates an invisible magical sensor at a specific location that enables you to hear or see (your choice) almost as if you were there. You don't need line of sight or line of effect, but the locale must be known--a place familiar to you, or an obvious one. Once you have selected the locale, the sensor doesn't move, but you can rotate it in all directions to view the area as desired. Unlike other scrying spells, this spell does not allow magically or supernaturally enhanced senses to work through it. If the chosen locale is magically dark, you see nothing. If it is naturally pitch black, you can see in a 10-foot radius around the center of the spell's effect. Clairaudience/clairvoyance functions only on the plane of existence you are currently occupying.",PFRPG Core,1,1,0,1,1,3,3,,,,3,,,,3,,,,,,,3,,Hear or see at a distance for 1 min./level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clairaudience/Clairvoyance,75,,,,,,0,,3,3,2,3,3,3,,,,,0,0,0,
Comprehend Languages,divination,,,"bard 1, cleric/oracle 1, sorcerer/wizard 1, witch 1, inquisitor 1, alchemist 1, shaman 1, occultist 1, psychic 1, mesmerist 1, spiritualist 1, medium 1",1 standard action,"V, S, M/DF (pinch of soot and salt)",0,personal,,,you,10 min./level,0,0,,,"You can understand the spoken words of creatures or read otherwise incomprehensible written messages. The ability to read does not necessarily impart insight into the material, merely its literal meaning. The spell enables you to understand or read an unknown language, not speak or write it. Written material can be read at the rate of one page (250 words) per minute. Magical writing cannot be read, though the spell reveals that it is magical. This spell can be foiled by certain warding magic (such as the secret page and illusory script spells). It does not decipher codes or reveal messages concealed in otherwise normal text. Comprehend languages can be made permanent with a permanency spell.",PFRPG Core,1,1,1,0,1,1,1,1,,,1,,1,,1,1,1,,,1,,1,"Knowledge (1), Language (1)",You understand all languages.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comprehend Languages,87,,,,,,0,,1,1,1,1,1,1,,,,,0,0,0,
Confusion,enchantment,compulsion,mind-affecting,"bard 3, sorcerer/wizard 4, witch 4, bloodrager 4, occultist 4, psychic 4, mesmerist 3, spiritualist 4",1 standard action,"V, S, M/DF (three nutshells)",0,medium (100 ft. + 10 ft./level),,,all creatures in a 15-ft.-radius burst,1 round/level,0,0,Will negates,yes,"This spell causes confusion in the targets, making them unable to determine their actions. Roll on the following table at the start of each subject's turn each round to see what it does in that round. d% Behavior 01-25 Act normally 26-50 Do nothing but babble incoherently 51-75 Deal 1d8 points of damage + Str modifier to self with item in hand 76-100 Attack nearest creature (for this purpose, a familiar counts as part of the subject's self) A confused character who can't carry out the indicated action does nothing but babble incoherently. Attackers are not at any special advantage when attacking a confused character. Any confused character who is attacked automatically attacks its attackers on its next turn, as long as it is still confused when its turn comes. Note that a confused character will not make attacks of opportunity against any creature that it is not already devoted to attacking (either because of its most recent action or because it has just been attacked).",PFRPG Core,1,1,1,0,1,4,4,,,,3,,,,4,,,,,,,4,"Lust (4), Madness (4), Trickery (4), Entropy (5), Riot (4), Whimsy (4)",Subjects behave oddly for 1 round/level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Confusion,89,,"Impossible (9), Protean (9)","Deception (8), Insanity (8)",,,0,4,,4,,3,4,4,,,,,0,0,0,
"Confusion, Lesser",enchantment,compulsion,mind-affecting,"bard 1, psychic 1, mesmerist 1, medium 1",1 standard action,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,,one living creature,1 round,0,0,Will negates,yes,This spell causes a single creature to become confused for 1 round.,PFRPG Core,1,1,0,0,1,,,,,,1,,,,,,,,,,,1,"Madness (1), Protean (1)", One creature is confused for 1 round.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Confusion, Lesser",90,,Impossible (3),,,,0,,,1,1,1,,,,,,,0,0,0,
Crushing Despair,enchantment,compulsion,"mind-affecting, emotion","bard 3, sorcerer/wizard 4, witch 4, bloodrager 4, psychic 4, mesmerist 3, spiritualist 4",1 standard action,"V, S, M",0,30 ft.,cone-shaped burst,,,1 min./level,0,0,Will negates,yes,"An invisible cone of despair causes great sadness in the subjects. Each affected creature takes a -2 penalty on attack rolls, saving throws, ability checks, skill checks, and weapon damage rolls. Crushing despair counters and dispels good hope.",PFRPG Core,1,1,1,0,0,4,4,,,,3,,,,4,,,,,,,4,Isolation (4),"Subjects take –2 on attack rolls, damage rolls, saves, and checks.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Crushing Despair,106,,,,,,0,4,,4,,3,,4,,,,,0,0,0,
Cure Light Wounds,conjuration,healing,,"bard 1, cleric/oracle 1, druid 1, paladin 1, ranger 2, witch 1, inquisitor 1, alchemist 1, shaman 1, occultist 1, spiritualist 1",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half (harmless); see text,yes (harmless); see text,"When laying your hand upon a living creature, you channel positive energy that cures 1d8 points of damage + 1 point per caster level (maximum +5). Since undead are powered by negative energy, this spell deals damage to them instead of curing their wounds. An undead creature can apply spell resistance, and can attempt a Will save to take half damage.",PFRPG Core,1,1,0,0,0,,,1,1,2,1,1,1,,1,1,1,,,1,,1,Healing (1),Cures 1d8 damage + 1/level (max +5).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cure Light Wounds,108,,,,The damage cured increases to 2d8 points of damage + 2 points per caster level (maximum +10). The spell cures up to 1 point of ability damage if the target is a living creature. The target chooses what type of ability damage is cured.,,1,,1,,,,1,1,,,1,,0,0,0,
Cure Critical Wounds,conjuration,healing,,"bard 4, cleric/oracle 4, druid 5, witch 5, inquisitor 4, alchemist 4, shaman 4, occultist 4, spiritualist 4",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half (harmless); see text,yes (harmless); see text,"This spell functions like cure light wounds, except that it cures 4d8 points of damage + 1 point per caster level (maximum +20).",PFRPG Core,1,1,0,0,0,,,4,5,,4,,4,,5,4,4,,,4,,4,Healing (4),Cures 4d8 damage + 1/level (max +20).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cure Critical Wounds,109,,,,The damage cured increases to 8d8 points of damage + 2 points per caster level (maximum +40). The spell cures up to 4 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.,,1,,4,,,,4,4,,,5,,0,0,0,
