name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic,bloodrager,shaman,psychic,medium,mesmerist,occultist,spiritualist,skald,investigator,hunter,haunt_statistics,ruse,draconic,meditative,summoner_unchained
Bane,enchantment,compulsion,"fear, mind-affecting","antipaladin 1, cleric/oracle 1, inquisitor 1, shaman 1, mesmerist 1",1 standard action,"V, S, DF",0,50 ft.,"50-ft.-radius burst, centered on you",,,1 min./level,0,0,Will negates,yes,Bane fills your enemies with fear and doubt. Each affected creature takes a -1 penalty on attack rolls and a -1 penalty on saving throws against fear effects. Bane counters and dispels bless.,PFRPG Core,1,1,0,0,1,,,1,,,,,,,,1,1,1,,,,1,Curse (1),Enemies take –1 on attack rolls and saves vs. fear.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Bane,31,,,,"The -1 penalty applies on attack rolls, weapon damage rolls, and all saving throws. Each affected creature must roll its next attack roll or saving throw twice and take the lower result.",,1,,1,,,1,,,,,,,0,0,0,
Banishment,abjuration,,,"cleric/oracle 6, sorcerer/wizard 7, summoner 5, inquisitor 5, shaman 6, psychic 7, spiritualist 6, unchained summoner 6",1 standard action,"V, S, F (see text)",0,close (25 ft. + 5 ft./2 levels),,,"one or more extraplanar creatures, no two of which can be more than 30 ft. apart",instantaneous,0,0,Will negates,yes,"A banishment spell is a more powerful version of the dismissal spell. It enables you to force extraplanar creatures out of your home plane. As many as 2 Hit Dice of creatures per caster level can be banished. You can improve the spell's chance of success by presenting at least one object or substance that the target hates, fears, or otherwise opposes. For each such object or substance, you gain a +1 bonus on your caster level check to overcome the target's Spell Resistance (if any), and the saving throw DC increases by 2. Certain rare items might work twice as well as a normal item for the purpose of the bonuses (each providing a +2 bonus on the caster level check against Spell Resistance and increasing the save DC by 4).",PFRPG Core,1,1,0,1,0,7,7,6,,,,,,5,,5,6,,,,,7,,Banishes 2 HD/level of extraplanar creatures.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Banishment,32,,Celestial (15),"Boundaries (12), Dimensions (14)",,,0,,6,7,,,,6,,,,,0,0,0,6
Bear's Endurance,transmutation,,,"cleric/oracle 2, druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, alchemist 2, magus 2, bloodrager 2, shaman 2, psychic 2, medium 2",1 standard action,"V, S, M/DF (a few hairs, or a pinch of dung, from a bear)",0,touch,,,creature touched,1 min./level,0,0,Will negates (harmless),yes,"The affected creature gains greater vitality and stamina. The spell grants the subject a +4 enhancement bonus to Constitution, which adds the usual benefits to hit points, Fortitude saves, Constitution checks, and so forth. Hit points gained by a temporary increase in Constitution score are not temporary hit points. They go away when the subject's Constitution drops back to normal. They are not lost first as temporary hit points are.",PFRPG Core,1,1,1,0,1,2,2,2,2,2,,,2,2,,,2,,2,2,,2,,Subject gains +4 to Con for 1 min./level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear's Endurance,34,,,"Endurance (4), Transformation (4)",,,0,2,2,2,2,,,,,,2,,0,0,0,2
"Bear's Endurance, Mass",transmutation,,,"cleric/oracle 6, druid 6, sorcerer/wizard 6, summoner 4, magus 6, shaman 6, psychic 6, unchained summoner 6",1 standard action,"V, S, M/DF (a few hairs, or a pinch of dung, from a bear)",0,close (25 ft. + 5 ft./2 levels),,,"creature one creature/level, no two of which can be more than 30 ft. apart",1 min./level,0,0,Will negates (harmless),yes,"Mass bear's endurance works like bear's endurance, except that it affects multiple creatures.",PFRPG Core,1,1,1,0,1,6,6,6,6,,,,,4,,,6,,6,,,6,,"As bear’s endurance, affects 1 subject/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bear's Endurance, Mass",35,,,Endurance (12),,,0,,6,6,,,,,,,6,,0,0,0,6
Bestow Curse,necromancy,,curse,"cleric/oracle 3, sorcerer/wizard 4, witch 3, antipaladin 3, bloodrager 4, shaman 3, occultist 3, mesmerist 3, spiritualist 3, medium 2",1 standard action,"V, S",0,touch,,,creature touched,permanent,0,0,Will negates,yes,"You place a curse on the subject. Choose one of the following. -6 decrease to an ability score (minimum 1). -4 penalty on attack rolls, saves, ability checks, and skill checks. Each turn, the target has a 50% chance to act normally; otherwise, it takes no action. You may also invent your own curse, but it should be no more powerful than those described above. The curse bestowed by this spell cannot be dispelled, but it can be removed with a break enchantment, limited wish, miracle, remove curse, or wish spell. Bestow curse counters remove curse.",PFRPG Core,1,1,0,0,0,4,4,3,,,,,,,3,,3,3,,3,,4,"Curse (3), Tyranny (3)","–6 to an ability score; –4 on attack rolls, saves, and checks; or 50% chance of losing each action.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bestow Curse,40,,"Accursed (9), Div (9)",,,,0,4,3,,2,3,3,3,,,,,0,0,0,
Blade Barrier,evocation,,force,"cleric/oracle 6, inquisitor 6, occultist 6, psychic 6",1 standard action,"V, S",0,medium (100 ft. + 10 ft./level),,"wall of whirling blades up to 20 ft. long/level, or a ringed wall of whirling blades with a radius of up to 5 ft. per two levels; either form is 20 ft. high",,1 min./level (D),1,0,Reflex half or Reflex negates; see text,yes,"An immobile, vertical curtain of whirling blades shaped of pure force springs into existence. Any creature passing through the wall takes 1d6 points of damage per caster level (maximum 15d6), with a Reflex save for half damage. If you evoke the barrier so that it appears where creatures are, each creature takes damage as if passing through the wall. Each such creature can avoid the wall (ending up on the side of its choice) and thus take no damage by making a successful Reflex save. A blade barrier provides cover (+4 bonus to AC, +2 bonus on Reflex saves) against attacks made through it.",PFRPG Core,1,1,0,0,0,,,6,,,,,,,,6,6,,,,,6,"Good (6), War (6)", Wall of blades deals 1d6/level damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Blade Barrier,43,,,Thorns (12),You may cast this spell as an immediate action. The barrier's damage increases to 1d8 per caster level (maximum 20d8).,"Augmented (3rd): If you expend two uses of mythic power, you can spend a move action to move the barrier up to 10 feet in any direction. The shape (flat or ring) and orientation (vertical or horizontal) of the wall must remain the same. If you move the barrier through a creature's space, it can attempt a saving throw to avoid the wall, as if you had created it where the creature is.",1,,,6,,,6,,,,,,0,0,0,
Blasphemy,evocation,,"evil, sonic","cleric/oracle 7, inquisitor 6",1 standard action,V,0,40 ft.,nonevil creatures in a 40-ft.-radius spread centered on you,,,instantaneous,0,0,Will partial,yes,"Any nonevil creature within the area of a blasphemy spell suffers the following ill effects. HD Effect Equal to caster level Dazed Up to caster level -1 Weakened, dazed Up to caster level -5 Paralyzed, weakened, dazed Up to caster level -10 Killed, paralyzed, weakened, dazed The effects are cumulative and concurrent. A successful Will save reduces or eliminates these effects. Creatures affected by multiple effects make only one save and apply the result to all the effects. Dazed: The creature can take no actions for 1 round, though it defends itself normally. Save negates. Weakened: The creature's Strength score decreases by 2d6 points for 2d4 rounds. Save for half. Paralyzed: The creature is paralyzed and helpless for 1d10 minutes. Save reduces the paralyzed effect to 1 round. Killed: Living creatures die. Undead creatures are destroyed. Save negates. If the save is successful, the creature instead takes 3d6 points of damage + 1 point per caster level (maximum +25). Furthermore, if you are on your home plane when you cast this spell, nonevil extraplanar creatures within the area are instantly banished back to their home planes. Creatures so banished cannot return for at least 24 hours. This effect takes place regardless of whether the creatures hear the blasphemy or not. The banishment effect allows a Will save (at a -4 penalty) to negate. Creatures whose Hit Dice exceed your caster level are unaffected by blasphemy.",PFRPG Core,1,0,0,0,0,,,7,,,,,,,,6,7,,,,,7,Evil (7)," Kills, paralyzes, weakens, or dazes nonevil subjects.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Blasphemy,44,,,,"When determining the spell's effect on non-mythic creatures, add your tier to your caster level. Nonevil creatures that fail the save take a -4 penalty on attack rolls and saving throws, and their spell resistance decreases by 5 for as long as the spell's other effects last.",,1,,,,,,,,,,,,0,0,0,
Bless,enchantment,compulsion,mind-affecting,"cleric/oracle 1, paladin 1, inquisitor 1, shaman 1",1 standard action,"V, S, DF",0,50 ft.,"The caster and all allies within a 50-ft. burst, centered on the caster",,,1 min./level,0,0,none,yes (harmless),Bless fills your allies with courage. Each ally gains a +1 morale bonus on attack rolls and on saving throws against fear effects. Bless counters and dispels bane.,PFRPG Core,1,1,0,0,1,,,1,,,,1,,,,1,1,,,1,,1,"Community (1), Leadership (1), Resolve (1)",Allies gain +1 on attack rolls and saves against fear.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bless,46,,Celestial (3),Ancestors (2),"The +1 morale bonus applies on attack rolls, weapon damage rolls, and all saving throws. Once during the spell's duration, an affected creature can roll an attack roll or saving throw twice and take the higher result. The target must decide to use this ability before the first roll is attempted.",,1,,1,,,,,,,,,,0,0,0,
Bless Water,transmutation,,good,"cleric/oracle 1, paladin 1, inquisitor 1",1 minute,"V, S, M (5 pounds of powdered silver worth 25 gp)",1,touch,,,flask of water touched,instantaneous,0,0,Will negates (object),yes (object),"This transmutation imbues a flask (1 pint) of water with positive energy, turning it into holy water.",PFRPG Core,1,1,1,0,0,,,1,,,,1,,,,1,1,,,,,1,Divine (2),Makes holy water.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bless Water,47,25,,Water (2),,,0,,,,,,,,,,,,0,0,0,
Blindness/Deafness,necromancy,,,"antipaladin 2, bard 2, cleric/oracle 3, sorcerer/wizard 2, witch 2, bloodrager 2, shaman 3, psychic 2, mesmerist 2, spiritualist 3",1 standard action,V,0,medium (100 ft. + 10 ft./level),,,one living creature,permanent (D),1,0,Fortitude negates,yes,"You call upon the powers of unlife to render the subject blinded or deafened, as you choose.",PFRPG Core,1,0,0,0,0,2,2,3,,,2,,,,2,,3,2,,,,2,Darkness (2),Makes subject blind or deaf.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blindness-Deafness,50,,,,You can cause the target to be both blinded and deafened at the same time. The target must attempt a saving throw against each effect separately.,,1,2,3,2,,2,,3,,,,,0,0,0,
Break Enchantment,abjuration,,,"bard 4, cleric/oracle 5, paladin 4, sorcerer/wizard 5, witch 5, inquisitor 5, shaman 5, occultist 4, psychic 4, mesmerist 4, spiritualist 5, medium 4",1 minute,"V, S",0,close (25 ft. + 5 ft./2 levels),,,"up to one creature per level, all within 30 ft. of each other",instantaneous,0,0,see text,no,"This spell frees victims from enchantments, transmutations, and curses. Break enchantment can reverse even an instantaneous effect. For each such effect, you make a caster level check (1d20 + caster level, maximum +15) against a DC of 11 + caster level of the effect. Success means that the creature is free of the spell, curse, or effect. For a cursed magic item, the DC is equal to the DC of the curse. If the spell is one that cannot be dispelled by dispel magic or stone to flesh, break enchantment works only if that spell is 5th level or lower. If the effect comes from a permanent magic item, break enchantment does not remove the curse from the item, but it does free the victim from the item's effects.",PFRPG Core,1,1,0,0,0,5,5,5,,,4,4,,,5,5,5,,,5,,5,"Liberation (5), Luck (5), Restoration (5)","Frees subjects from enchantments, transmutations, and curses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Break Enchantment,53,,Destined (11),,"Against non-mythic effects, the spell automatically succeeds without requiring a caster level check. Against mythic effects, add your tier to your caster level check. The maximum level of spell this spell can remove is 5 + half your tier.","Augmented (7th): If you expend two uses of mythic power, you can apply a removed enchantment, transmutation, or curse to the creature that originally cast it. The creature must be a valid target of the spell and on the same plane as you, and it gets a saving throw at the effect's original DC.",1,,5,4,4,4,4,5,,,,,0,0,0,
