name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic,bloodrager,shaman,psychic,medium,mesmerist,occultist,spiritualist,skald,investigator,hunter,haunt_statistics,ruse,draconic,meditative,summoner_unchained
Beast Shape IV,transmutation,polymorph,,"sorcerer/wizard 6, alchemist 6, magus 6",1 standard action,"V, S, M (a piece of the creature whose form you plan to assume)",0,personal,,,you,1 min./level,1,0,,,"This spell functions as beast shape III except that it also allows you to assume the form of a Tiny or Large creature of the magical beast type. If the form you assume has any of the following abilities, you gain the listed ability: burrow 60 feet, climb 90 feet, fly 120 feet (good maneuverability), swim 120 feet, blindsense 60 feet, darkvision 90 feet, low-light vision, scent, tremorsense 60 feet, breath weapon, constrict, ferocity, grab, jet, poison, pounce, rake, rend, roar, spikes, trample, trip, and web. If the creature has immunity or resistance to any elements, you gain resistance 20 to those elements. If the creature has vulnerability to an element, you gain that vulnerability. Diminutive animal: If the form you take is that of a Diminutive animal, you gain a +6 size bonus to your Dexterity, a -4 penalty to your Strength, and a +1 natural armor bonus. Tiny animal: If the form you take is that of a Tiny animal, you gain a +4 size bonus to your Dexterity, a -2 penalty to your Strength, and a +1 natural armor bonus. Small animal: If the form you take is that of a Small animal, you gain a +2 size bonus to your Dexterity and a +1 natural armor bonus. Medium animal: If the form you take is that of a Medium animal, you gain a +2 size bonus to your Strength and a +2 natural armor bonus. Large animal: If the form you take is that of a Large animal, you gain a +4 size bonus to your Strength, a -2 penalty to your Dexterity, and a +4 natural armor bonus. Huge animal: If the form you take is that of a Huge animal, you gain a +6 size bonus to your Strength, a -4 penalty to your Dexterity, and a +6 natural armor bonus. Tiny magical beast: If the form you take is that of a Tiny magical beast, you gain a -2 penalty to your Strength, a +8 size bonus to your Dexterity, and a +3 natural armor bonus. Small magical beast: If the form you take is that of a Small magical beast, you gain a +4 size bonus to your Dexterity, and a +2 natural armor bonus. Medium magical beast: If the form you take is that of a Medium magical beast, you gain a +4 size bonus to your Strength, and a +4 natural armor bonus. Large magical beast: If the form you take is that of a Large magical beast, you gain a +6 size bonus to your Strength, a -2 penalty on your Dexterity, a +2 size bonus to your Constitution, and a +6 natural armor bonus.",PFRPG Core,1,1,1,0,0,6,6,,,,,,6,,,,,,6,,,6,, You take the form of a Diminutive to Huge animal or a Tiny to Large magical beast.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast Shape IV,39,,Aquatic (13),Animals (14),,,0,,,,,,,,,,,,0,0,0,
Blur,illusion,glamer,,"bard 2, sorcerer/wizard 2, summoner/unchained summoner 2, alchemist 2, magus 2, occultist 2, psychic 2, mesmerist 2, spiritualist 2, medium 2",1 standard action,V,0,touch,,,creature touched,1 min./level,1,0,Will negates (harmless),yes (harmless),"The subject's outline appears blurred, shifting, and wavering. This distortion grants the subject concealment (20% miss chance). A see invisibility spell does not counteract the blur effect, but a true seeing spell does. Opponents that cannot see the subject ignore the spell's effect (though fighting an unseen opponent carries penalties of its own).",PFRPG Core,1,0,0,0,0,2,2,,,,2,,2,2,,,,,2,,,2,,Attacks miss subject 20% of the time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blur,52,,"Destined (5), Protean (5)",,,,0,,,2,2,2,2,2,,,,,0,0,0,2
Bull's Strength,transmutation,,,"cleric/oracle 2, druid 2, paladin 2, sorcerer/wizard 2, summoner/unchained summoner 2, alchemist 2, antipaladin 2, magus 2, bloodrager 2, shaman 2, psychic 2, medium 2",1 standard action,"V, S, M/DF (a few hairs, or a pinch of dung, from a bull)",0,touch,,,creature touched,1 min./level,0,0,Will negates (harmless),yes (harmless),"The subject becomes stronger. The spell grants a +4 enhancement bonus to Strength, adding the usual benefits to melee attack rolls, melee damage rolls, and other uses of the Strength modifier.",PFRPG Core,1,1,1,0,1,2,2,2,2,,,2,2,2,,,2,2,2,2,,2,"Rage (2), Strength (2)",Subject gains +4 to Str for 1 min./level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bull's Strength,55,,"Abyssal (5), Orc (5)",Strength (4),,,0,2,2,2,2,,,,,,2,,0,0,0,2
Cat's Grace,transmutation,,,"bard 2, druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, alchemist 2, magus 2, bloodrager 2, psychic 2, mesmerist 2, medium 2",1 standard action,"V, S, M (pinch of cat fur)",0,touch,,,creature touched,1 min./level,0,0,Will negates (harmless),yes,"The transmuted creature becomes more graceful, agile, and coordinated. The spell grants a +4 enhancement bonus to Dexterity, adding the usual benefits to AC, Reflex saves, and other uses of the Dexterity modifier.",PFRPG Core,1,1,1,0,0,2,2,,2,2,2,,2,2,,,,,2,2,,2,Flowing (2),Subject gains +4 to Dex for 1 min./level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cat's Grace,62,,,Agility (4),,,0,2,,2,2,2,,,,,2,,0,0,0,2
Comprehend Languages,divination,,,"bard 1, cleric/oracle 1, sorcerer/wizard 1, witch 1, inquisitor 1, alchemist 1, shaman 1, occultist 1, psychic 1, mesmerist 1, spiritualist 1, medium 1",1 standard action,"V, S, M/DF (pinch of soot and salt)",0,personal,,,you,10 min./level,0,0,,,"You can understand the spoken words of creatures or read otherwise incomprehensible written messages. The ability to read does not necessarily impart insight into the material, merely its literal meaning. The spell enables you to understand or read an unknown language, not speak or write it. Written material can be read at the rate of one page (250 words) per minute. Magical writing cannot be read, though the spell reveals that it is magical. This spell can be foiled by certain warding magic (such as the secret page and illusory script spells). It does not decipher codes or reveal messages concealed in otherwise normal text. Comprehend languages can be made permanent with a permanency spell.",PFRPG Core,1,1,1,0,1,1,1,1,,,1,,1,,1,1,1,,,1,,1,"Knowledge (1), Language (1)",You understand all languages.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comprehend Languages,87,,,,,,0,,1,1,1,1,1,1,,,,,0,0,0,
Contact Other Plane,divination,,,"sorcerer/wizard 5, witch 5, summoner 4, alchemist 5, occultist 4, psychic 5, spiritualist 5, unchained summoner 5",10 minutes,V,0,personal,,,you,concentration,0,0,,,"You send your mind to another plane of existence (an Elemental Plane or some plane farther removed) in order to receive advice and information from powers there. See the accompanying table for possible consequences and results of the attempt. The powers reply in a language you understand, but they resent such contact and give only brief answers to your questions. All questions are answered with ""yes,"" ""no,"" ""maybe,"" ""never,"" ""irrelevant,"" or some other one-word answer. You must concentrate on maintaining the spell (a standard action) in order to ask questions at the rate of one per round. A question is answered by the power during the same round. You may ask one question for every two caster levels. Contact with minds far removed from your home plane increases the probability that you will incur a decrease in Intelligence and Charisma due to your brain being overwhelmed, but also increases the chance of the power knowing the answer and answering correctly. Once the Outer Planes are reached, the power of the deity contacted determines the effects. (Random results obtained from the table are subject to the personalities of individual deities.) On rare occasions, this divination may be blocked by an act of certain deities or forces. Avoid Int/Cha Decrease: You must succeed on an Intelligence check against this DC to avoid a decrease in Intelligence and Charisma. If the check fails, your Intelligence and Charisma scores each fall to 8 for the stated duration, and you become unable to cast arcane spells. If you lose Intelligence and Charisma, the effect strikes as soon as the first question is asked, and no answer is received. If a successful contact is made, roll d% to determine the type of answer you gain. True Answer: You get a true, one-word answer. Questions that cannot be answered in this way are answered randomly. Don't Know: The entity tells you that it doesn't know. Lie: The entity intentionally lies to you. Random Answer: The entity tries to lie but doesn't know the answer, so it makes one up. Plane Contacted Avoid Int/Cha Decrease True Answer Don't Know Lie Random Answer Elemental Plane DC 7/1 week 01-34 35-62 63-83 84-100 Positive/Negative Energy Plane DC 8/1 week 01-39 40-65 66-86 87-100 Astral Plane DC 9/1 week 01-44 45-67 68-88 89-100 Outer Plane, demigod DC 10/2 weeks 01-49 50-70 71-91 92-100 Outer Plane, lesser deity DC 12/3 weeks 01-60 61-75 76-95 96-100 Outer Plane, intermediate deity DC 14/4 weeks 01-73 74-81 82-98 99-100 Outer Plane, greater deity",PFRPG Core,1,0,0,0,0,5,5,,,,,,5,4,5,,,,,,,5,, Lets you ask question of extraplanar entity.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Contact Other Plane,92,,Harrow (11),Portents (10),,,0,,,5,,,4,5,,,,,0,0,0,5
Cure Light Wounds,conjuration,healing,,"bard 1, cleric/oracle 1, druid 1, paladin 1, ranger 2, witch 1, inquisitor 1, alchemist 1, shaman 1, occultist 1, spiritualist 1",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half (harmless); see text,yes (harmless); see text,"When laying your hand upon a living creature, you channel positive energy that cures 1d8 points of damage + 1 point per caster level (maximum +5). Since undead are powered by negative energy, this spell deals damage to them instead of curing their wounds. An undead creature can apply spell resistance, and can attempt a Will save to take half damage.",PFRPG Core,1,1,0,0,0,,,1,1,2,1,1,1,,1,1,1,,,1,,1,Healing (1),Cures 1d8 damage + 1/level (max +5).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cure Light Wounds,108,,,,The damage cured increases to 2d8 points of damage + 2 points per caster level (maximum +10). The spell cures up to 1 point of ability damage if the target is a living creature. The target chooses what type of ability damage is cured.,,1,,1,,,,1,1,,,1,,0,0,0,
Cure Critical Wounds,conjuration,healing,,"bard 4, cleric/oracle 4, druid 5, witch 5, inquisitor 4, alchemist 4, shaman 4, occultist 4, spiritualist 4",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half (harmless); see text,yes (harmless); see text,"This spell functions like cure light wounds, except that it cures 4d8 points of damage + 1 point per caster level (maximum +20).",PFRPG Core,1,1,0,0,0,,,4,5,,4,,4,,5,4,4,,,4,,4,Healing (4),Cures 4d8 damage + 1/level (max +20).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cure Critical Wounds,109,,,,The damage cured increases to 8d8 points of damage + 2 points per caster level (maximum +40). The spell cures up to 4 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.,,1,,4,,,,4,4,,,5,,0,0,0,
Cure Moderate Wounds,conjuration,healing,,"bard 2, cleric/oracle 2, druid 3, paladin 3, ranger 3, witch 2, inquisitor 2, alchemist 2, shaman 2, occultist 2, spiritualist 2",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half (harmless); see text,yes (harmless); see text,"This spell functions like cure light wounds, except that it cures 2d8 points of damage + 1 point per caster level (maximum +10).",PFRPG Core,1,1,0,0,0,,,2,3,3,2,3,2,,2,2,2,,,2,,2,Healing (2),Cures 2d8 damage + 1/level (max +10).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cure Moderate Wounds,112,,,,The damage cured increases to 4d8 points of damage + 2 points per caster level (maximum +20). The spell cures up to 2 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.,,1,,2,,,,2,2,,,3,,0,0,0,
Cure Serious Wounds,conjuration,healing,,"bard 3, cleric/oracle 3, druid 4, paladin 4, ranger 4, witch 4, inquisitor 3, alchemist 3, shaman 3, occultist 3, spiritualist 3",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half (harmless); see text,yes (harmless); see text,"This spell functions like cure light wounds, except that it cures 3d8 points of damage + 1 point per caster level (maximum +15).",PFRPG Core,1,1,0,0,0,,,3,4,4,3,4,3,,4,3,3,,,3,,3,Healing (3),Cures 3d8 damage + 1/level (max +15).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cure Serious Wounds,114,,,,The damage cured increases to 6d8 points of damage + 2 points per caster level (maximum +30). The spell cures up to 3 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.,,1,,3,,,,3,3,,,4,,0,0,0,
Darkvision,transmutation,,,"ranger 3, sorcerer/wizard 2, alchemist 2, antipaladin 2, occultist 2, psychic 2, medium 2",1 standard action,"V, S, M (either a pinch of dried carrot or an agate)",0,touch,,,creature touched,1 hour/level,0,0,Will negates (harmless),yes (harmless),The subject gains the ability to see 60 feet even in total darkness. Darkvision is black and white only but otherwise like normal sight. Darkvision can be made permanent with a permanency spell.,PFRPG Core,1,1,1,0,0,2,2,,,3,,,2,,,,,2,,,,2,Vermin (3),See 60 ft. in total darkness.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Darkvision,119,,"Deep Earth (5), Shadow (5)",Moon (4),,,0,,,2,2,,2,,,,3,,0,0,0,
Death Ward,necromancy,,,"cleric/oracle 4, druid 5, paladin 4, witch 4, inquisitor 4, alchemist 4, occultist 4, spiritualist 4, medium 4",1 standard action,"V, S, DF",0,touch,,,living creature touched,1 min./level,0,0,Will negates (harmless),yes (harmless),"The subject gains a +4 morale bonus on saves against all death spells and magical death effects. The subject is granted a save to negate such effects even if one is not normally allowed. The subject is immune to energy drain and any negative energy effects, including channeled negative energy. This spell does not remove negative levels that the subject has already gained, but it does remove the penalties from negative levels for the duration of its effect. Death ward does not protect against other sorts of attacks, even if those attacks might be lethal.",PFRPG Core,1,1,0,0,1,,,4,5,,,4,4,,4,4,4,,,,,4,"Death (4), Repose (4)",Grants bonuses against death spells and negative energy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Death Ward,124,,,,,,0,,,,4,,4,4,,,5,,0,0,0,
